#,Team,EPA/play,Success Rate,Dropback EPA,Rush EPA,Dropback SR,Rush SR
1,BAL,0.19862453843105563,0.4944852941176471,0.3282628474141637,0.053318441617630295,0.5252173913043479,0.4600389863547758
2,BUF,0.1860602280132219,0.4783834586466165,0.2978302640115189,0.02877298278484918,0.5,0.4479638009049774
3,DET,0.1553935476456997,0.4959928762243989,0.26738198397938684,0.021270410588524503,0.5359477124183006,0.4481409001956947
4,WAS,0.13810840892533044,0.48151408450704225,0.21108419372424542,0.026860879209651193,0.4956268221574344,0.46
5,TB,0.133142340857794,0.49422222222222223,0.21072469190838358,0.011908872017920548,0.5262390670553936,0.44419134396355353
6,PHI,0.1109003919907748,0.45235975066785394,0.16520299290946647,0.056112079078177106,0.4769503546099291,0.4275491949910555
7,CIN,0.1075498494538483,0.4807520143240824,0.19346491473137886,-0.08072687931148294,0.529335071707953,0.3742857142857143
8,GB,0.08055191232743562,0.447887323943662,0.18228159280383932,-0.02973819135931126,0.4747292418772563,0.4187866927592955
9,KC,0.0706406411505708,0.4768270944741533,0.14232504382019567,-0.05824827237760753,0.49930651872399445,0.43640897755610975
10,ARI,0.06704636317361409,0.4731977818853974,0.12561976997063976,-0.022802773716436967,0.5038167938931297,0.4262295081967213
11,SF,0.06319315317015799,0.4604519774011299,0.14256776903415497,-0.05718541117334443,0.5,0.4004739336492891
12,LAC,0.043934850500133446,0.42348411934552455,0.12642118776997524,-0.07910232403665701,0.45980707395498394,0.36930455635491605
13,ATL,0.040902279391517096,0.4844167408726625,0.08348025529353324,-0.014501439251475247,0.49291338582677163,0.4733606557377049
14,MIN,0.03787833744893884,0.4628099173553719,0.134695661594304,-0.11875161243046195,0.5081723625557206,0.3894230769230769
15,LA,0.03756157518170801,0.4747663551401869,0.11244002389214103,-0.06882680895890723,0.5015923566878981,0.43665158371040724
16,DEN,0.010549420518666858,0.42791127541589646,0.06144636936969499,-0.07520499206160138,0.44329896907216493,0.40198511166253104
17,NYJ,-0.0006053798505338665,0.4297912713472486,0.053047162178281586,-0.10806332015326109,0.4480796586059744,0.39316239316239315
18,SEA,-0.01294012796123338,0.4448563484708063,0.04411556512861959,-0.12641931809562237,0.4763231197771588,0.38227146814404434
19,JAX,-0.02302085436575813,0.41453831041257366,0.0037081939950919093,-0.06660232598254463,0.43106180665610144,0.3875968992248062
20,PIT,-0.026853665510981922,0.40703971119133575,0.050689332647497025,-0.12429568152683021,0.4376012965964344,0.36863543788187375
21,HOU,-0.03788897380110764,0.39174311926605504,0.008538345525329614,-0.1202295375937966,0.4246771879483501,0.3333333333333333
22,MIA,-0.03971449845822478,0.44345503116651824,0.08897170622697331,-0.24555284900792815,0.48480463096960924,0.3773148148148148
23,CAR,-0.04025124803071914,0.41919686581782567,-0.04057373364507262,-0.039661662142981426,0.4196969696969697,0.4182825484764543
24,IND,-0.0449276249784674,0.40654205607476634,-0.02504512558427545,-0.07060031691572166,0.42122719734660036,0.3875802997858672
25,NO,-0.057312979728175235,0.40613382899628253,-0.07139734513491658,-0.03557044873384406,0.4012251148545176,0.41371158392434987
26,CHI,-0.07221277953773786,0.4016245487364621,-0.03607161814613856,-0.14172968363925736,0.411522633744856,0.38258575197889183
27,NE,-0.08125597269262562,0.424860853432282,-0.020146151922700806,-0.18692181468214125,0.4612005856515373,0.3620253164556962
28,NYG,-0.08811606583294371,0.4114963503649635,-0.07308996039391313,-0.11564451223158104,0.4287729196050776,0.3798449612403101
29,DAL,-0.08928422171120598,0.41385281385281386,-0.06746951628954025,-0.12760313147336827,0.41983695652173914,0.4033412887828162
30,TEN,-0.10383987235306746,0.4040590405904059,-0.056354155102427236,-0.1749590341339803,0.42615384615384616,0.3709677419354839
31,LV,-0.13142252516591477,0.4097914777878513,-0.058200371714902104,-0.28316982925380724,0.4475806451612903,0.33147632311977715
32,CLE,-0.17877734637236894,0.3707191780821918,-0.19612106435347876,-0.14031538225448087,0.37515527950310557,0.3608815426997245
