#,Team,EPA/play,Success Rate,Dropback EPA,Rush EPA,Dropback SR,Rush SR
1,KC,0.1788190967109,0.5066430469441984,0.2738926594574323,-0.019380707594029437,0.5360419397116645,0.4453551912568306
2,BUF,0.11093140224828985,0.4900473933649289,0.20279161357018963,-0.06418503366012525,0.5187861271676301,0.43526170798898073
3,PHI,0.0998741746150204,0.4791304347826087,0.12085256985318,0.07191716513942026,0.4581430745814307,0.5070993914807302
4,SF,0.08401333371693986,0.4616096207215541,0.17117283396927174,-0.02072007799156477,0.4864406779661017,0.4317718940936864
5,CIN,0.08145890657768523,0.4781395348837209,0.15306250199654395,-0.06437779482626149,0.5090152565880721,0.4152542372881356
6,DET,0.07344996390345579,0.4577025823686554,0.17363152471874785,-0.07041162668162737,0.4909365558912387,0.40997830802603036
7,MIA,0.05382276675951987,0.4456207892204042,0.11077581223578097,-0.04958791201851517,0.4671641791044776,0.4065040650406504
8,JAX,0.04511261565615861,0.4659400544959128,0.1369636194970687,-0.10042594676781869,0.5081481481481481,0.39906103286384975
9,NYG,0.033208082507522135,0.4501347708894879,0.05833739384721822,-0.0038157695329634027,0.4781297134238311,0.4088888888888889
10,DAL,0.031104503263872218,0.45200698080279234,0.0821489388016767,-0.03143731969603969,0.48335974643423135,0.41359223300970877
11,GB,0.017223385527559826,0.4618249534450652,0.03545393443218283,-0.009453426860397685,0.46394984326018807,0.45871559633027525
12,CLE,0.013165429478329178,0.4408695652173913,0.02134494139510939,0.0022261635408466806,0.4452887537993921,0.4349593495934959
13,SEA,0.013119170550646089,0.44846796657381616,0.059897712068011186,-0.07062169004132093,0.4992764109985528,0.35751295336787564
14,PIT,0.011960042898355413,0.45074106364428945,0.016144593796900312,0.005844851563786581,0.44933920704845814,0.45278969957081544
15,LV,0.00882561515556185,0.4340659340659341,0.05738361407439182,-0.07100702713471796,0.44329896907216493,0.4188861985472155
16,LAC,0.007218825597547493,0.44150298889837747,0.037475922731723864,-0.05725953380335776,0.4604767879548306,0.40106951871657753
17,BAL,0.003933253714852078,0.45318352059925093,-0.020489759736774405,0.03419321377755908,0.43485617597292725,0.4758909853249476
18,MIN,0.003759551395392051,0.45793581960104074,0.07034937056976348,-0.12959349794078404,0.4967490247074122,0.3802083333333333
19,ATL,0.0015589307894565195,0.45401742497579867,-0.0011333191630797325,0.004184260571088426,0.4568627450980392,0.45124282982791586
20,TB,-0.02999722996120602,0.4403361344537815,0.05244422012841454,-0.20847419903820372,0.4742014742014742,0.3670212765957447
21,CAR,-0.03567317625961084,0.4085487077534791,-0.06207512189971568,-0.005200695103258565,0.3970315398886827,0.42184154175588867
22,NO,-0.037019136027145905,0.45542635658914726,0.01803872347604832,-0.10935973169726207,0.4863481228668942,0.4147982062780269
23,CHI,-0.03854990213585983,0.41083743842364534,-0.06982969061970809,-0.004367865235984418,0.41320754716981134,0.40824742268041236
24,NE,-0.047433605266040964,0.410958904109589,-0.026231182185866113,-0.08193523459701958,0.4186413902053712,0.39845758354755784
25,WAS,-0.06570818641726865,0.40975192472198463,-0.045140128180020056,-0.09219308332550659,0.4316109422492401,0.3816046966731898
26,TEN,-0.06579523996228076,0.41216879293424924,-0.0342665758713676,-0.10380707091171502,0.4380610412926391,0.38095238095238093
27,DEN,-0.07751021858464928,0.3948306595365419,-0.049864523259918705,-0.1242493437739419,0.40283687943262414,0.381294964028777
28,ARI,-0.08094496339789453,0.4074387151310228,-0.07951454179452512,-0.08376627233921359,0.40764331210191085,0.40703517587939697
29,LA,-0.08284113281285795,0.41205533596837945,-0.09370338876974052,-0.06492694105150708,0.4396825396825397,0.36649214659685864
30,NYJ,-0.08567411705151645,0.39075249320036265,-0.08139312503555227,-0.0934696830754717,0.40730337078651685,0.36061381074168797
31,IND,-0.15445647745171462,0.4026431718061674,-0.13859951853932537,-0.18145106226685342,0.42097902097902096,0.37142857142857144
32,HOU,-0.16730493085082715,0.3797709923664122,-0.14682868483089193,-0.2035988060713473,0.3835820895522388,0.373015873015873
