#,Team,EPA/play,Success Rate,Dropback EPA,Rush EPA,Dropback SR,Rush SR
1,BAL,0.20300255060848432,0.48093023255813955,0.32232149707261676,0.08782813793378245,0.4981060606060606,0.4643510054844607
2,KC,0.13455911937631668,0.46950629235237173,0.24725332520546078,-0.09413410770218111,0.5072254335260116,0.39296187683284456
3,DAL,0.11087651048473376,0.4869015356820235,0.19186962831880705,-0.01664056108193511,0.5228951255539144,0.43023255813953487
4,NO,0.08381212541898003,0.47058823529411764,0.1724458818806334,-0.06691142398065446,0.5084226646248086,0.40625
5,SF,0.07653195733323774,0.44787644787644787,0.19415781555132705,-0.06131469831437636,0.5098389982110912,0.3752620545073375
6,TEN,0.06329171749449519,0.45661157024793386,0.14288868441389435,-0.045959021414484026,0.49107142857142855,0.40931372549019607
7,GB,0.05869173656758784,0.439581351094196,0.12454001756600029,-0.06250469413489558,0.4566813509544787,0.4081081081081081
8,HOU,0.05725990646111116,0.45584045584045585,0.13223711777795935,-0.07124485004843527,0.4932330827067669,0.3917525773195876
9,MIN,0.0562139349172692,0.42073778664007977,0.17679778498636464,-0.08163298770445311,0.4803738317757009,0.3525641025641026
10,LV,0.0374902384781492,0.44807121661721067,0.14457672367876048,-0.10956514612832402,0.49230769230769234,0.3873239436619718
11,LAC,0.03589413467269088,0.4731800766283525,0.11776394688141402,-0.11769633947094672,0.5110132158590308,0.4022038567493113
12,SEA,0.017897343192140414,0.45538178472861085,0.11918883008407126,-0.13450666819134074,0.49617151607963245,0.39400921658986177
13,ATL,0.014401829169451113,0.44473684210526315,0.0891580373512984,-0.15930282949215907,0.4868255959849435,0.3469387755102041
14,ARI,0.014261884959985873,0.4273255813953488,0.019625707415960682,0.004418386606713414,0.4311377245508982,0.42032967032967034
15,NE,0.009773444789984594,0.425531914893617,0.06498084438507462,-0.07817765387529671,0.43434343434343436,0.4114942528735632
16,IND,0.00870336747754973,0.44549763033175355,-0.0006572898549909686,0.021787013521896385,0.45528455284552843,0.4318181818181818
17,PHI,0.003655999873263569,0.44851657940663175,0.06878052008713972,-0.10518847796671127,0.4797768479776848,0.3962703962703963
18,LA,0.0014184982980203571,0.44373284537968893,0.08867243860468531,-0.1590380984217687,0.4632768361581921,0.4077922077922078
19,TB,0.00019468718715675006,0.43615107913669066,0.08358977598091749,-0.1684084271132726,0.48655913978494625,0.3342391304347826
20,BUF,-0.02247810333756939,0.41778202676864246,0.019619190728015132,-0.08472623484686972,0.4358974358974359,0.3909952606635071
21,CLE,-0.027375394430722205,0.41342412451361865,0.024717664476388877,-0.11583788554069822,0.437403400309119,0.37270341207349084
22,DET,-0.038905312755006305,0.41502347417840374,0.048640799054003134,-0.19290482031541412,0.44624447717231225,0.3601036269430052
23,JAX,-0.053496551681472854,0.39325842696629215,-0.010391200070335232,-0.1446084464863556,0.4193103448275862,0.33819241982507287
24,DEN,-0.05444178193365908,0.4024024024024024,-0.01858855232237092,-0.10972691461671412,0.4240924092409241,0.36895674300254455
25,NYG,-0.06445976154474052,0.4181646168401135,-0.03415546924358441,-0.12920483708430253,0.42777777777777776,0.39762611275964393
26,MIA,-0.07642081108635335,0.41541353383458646,0.0018520925025050637,-0.2676701386254733,0.46225165562913906,0.30097087378640774
27,CHI,-0.07943677676226303,0.4111531190926276,-0.019629264545610894,-0.18836619234619206,0.45095168374816985,0.33866666666666667
28,CAR,-0.08208072451554319,0.4329710144927536,-0.07041182864198953,-0.10560980963762677,0.45257452574525747,0.39344262295081966
29,CIN,-0.09704879730316589,0.4027777777777778,-0.0760973357434559,-0.13725295326909584,0.423943661971831,0.3621621621621622
30,WAS,-0.13047654017171484,0.38870792616720956,-0.1103191372109612,-0.1639751144562043,0.43478260869565216,0.31213872832369943
31,PIT,-0.13636854459589068,0.3853211009174312,-0.06086073083189611,-0.2573412754008051,0.41887417218543044,0.33156498673740054
32,NYJ,-0.15497972849733363,0.3731193580742227,-0.11847845552920201,-0.21552317326047454,0.40514469453376206,0.32
