#,Team,EPA/play,Success Rate,Dropback EPA,Rush EPA,Dropback SR,Rush SR
1,NE,0.13655928841354167,0.4915405164737311,0.25361099991037706,-0.04244546858274479,0.5184094256259205,0.45045045045045046
2,NO,0.09182381047396522,0.4526627218934911,0.14023460870610943,0.025809085611950357,0.49230769230769234,0.3986013986013986
3,LAC,0.08489167224162171,0.44870565675934804,0.19083367498028567,-0.08199968022076738,0.4952978056426332,0.37530864197530867
4,KC,0.0816270888629234,0.4419291338582677,0.17018953116184896,-0.0710422151537232,0.4867807153965785,0.3646112600536193
5,PIT,0.07615107181658268,0.4605385329619313,0.17773467209440724,-0.08462872718429074,0.5060606060606061,0.38848920863309355
6,LA,0.05380080699287086,0.432512315270936,0.13100535210983635,-0.05038958607007099,0.44768439108061747,0.41203703703703703
7,PHI,0.05086167342468567,0.43336355394378967,0.14431710247859303,-0.09265149119142958,0.4625748502994012,0.38850574712643676
8,ATL,0.04701907579724692,0.44960474308300397,0.18512197740652367,-0.15164943567441144,0.509212730318258,0.363855421686747
9,MIN,0.026248800146261856,0.42529789184234645,0.15477848937096159,-0.14231026262935073,0.481421647819063,0.3516949152542373
10,JAX,0.019503174172579848,0.4173441734417344,0.09466027033248829,-0.07074510829379137,0.46357615894039733,0.36182902584493043
11,DAL,0.0076499040720235285,0.4391634980988593,-0.006858443515344621,0.02713438869381192,0.4427860696517413,0.43429844097995546
12,TB,0.003583771699148346,0.44175209692451073,0.08976591698777965,-0.1671047549419464,0.5007012622720898,0.325
13,CAR,-0.01832717886763513,0.4133971291866029,0.039842622207135726,-0.09614718120032635,0.4397993311036789,0.378076062639821
14,GB,-0.02288051658026069,0.4517374517374517,-0.018472701907696336,-0.03178610132687031,0.4588744588744589,0.43731778425655976
15,SEA,-0.023222928431659372,0.41244019138755983,0.059838891911610695,-0.19175415811365668,0.4642857142857143,0.3072463768115942
16,SF,-0.04107208588104486,0.4119815668202765,-0.0013232371136472352,-0.11023106770108768,0.4397677793904209,0.36363636363636365
17,LV,-0.04582480729158021,0.41323971915747243,0.003122547248250693,-0.13094479471936307,0.44075829383886256,0.36538461538461536
18,DET,-0.04608219323002941,0.40816326530612246,0.07389065703789718,-0.2778246219526911,0.46755162241887904,0.2934472934472934
19,WAS,-0.05123286592882579,0.40836653386454186,0.04099881734082555,-0.2026869984558322,0.4599358974358974,0.3236842105263158
20,BAL,-0.052405848172232955,0.4253521126760563,-0.054122144878745296,-0.0499960591170395,0.42765273311897106,0.4221218961625282
21,HOU,-0.0524811184481144,0.4040590405904059,-0.0043961813623235695,-0.12618139585063493,0.4405487804878049,0.34813084112149534
22,TEN,-0.06951778932602223,0.4255952380952381,-0.05725274298803975,-0.08654934656312588,0.44197952218430037,0.4028436018957346
23,BUF,-0.07104128204318122,0.39012584704743464,-0.023583562361417745,-0.13525514420939422,0.4175084175084175,0.3530751708428246
24,NYJ,-0.0730772831812525,0.384995064165844,-0.00020105358069702503,-0.18069890342265965,0.44039735099337746,0.30317848410757947
25,CIN,-0.08782471618914231,0.39236479321314954,-0.05011290592714005,-0.15028822163719116,0.4200680272108844,0.3464788732394366
26,NYG,-0.10622503579028342,0.4109972041006524,-0.09877677863478533,-0.11942788955946089,0.43731778425655976,0.3643410852713178
27,IND,-0.1072445971015306,0.387192118226601,-0.10195304420807251,-0.11521459034846754,0.40491803278688526,0.36049382716049383
28,CHI,-0.11200201203081082,0.3853211009174312,-0.09873828670811104,-0.13047417583388782,0.404553415061296,0.35853658536585364
29,DEN,-0.11921653941703983,0.3839928057553957,-0.11025970793719196,-0.13386159562816552,0.4057971014492754,0.34834123222748814
30,MIA,-0.1246144102739388,0.3924050632911392,-0.08596173694764687,-0.19778228766906034,0.4226190476190476,0.3352112676056338
31,ARI,-0.1290102574222476,0.38803263825929285,-0.08622941532068752,-0.20691296733608588,0.42275280898876405,0.3248081841432225
32,CLE,-0.14588795039326244,0.38381937911571024,-0.16924887134242791,-0.09599619001805354,0.3798342541436464,0.39233038348082594
