#,Team,EPA/play,Success Rate,Dropback EPA,Rush EPA,Dropback SR,Rush SR
1,GB,0.22141212441083913,0.5074183976261127,0.3535079846668966,0.024569771073610674,0.5504132231404959,0.4433497536945813
2,TEN,0.1892642679073446,0.5080568720379147,0.2968160269130026,0.06942703743210242,0.5431654676258992,0.46893787575150303
3,KC,0.1773220194420643,0.5018484288354899,0.2882962853544846,-0.055755736757947205,0.5429740791268759,0.4154727793696275
4,BUF,0.16902050304980654,0.5037735849056604,0.29839963263730135,-0.08149476448941469,0.5536480686695279,0.407202216066482
5,TB,0.1486622188805159,0.46883988494726747,0.23920519802459445,-0.03216355843308924,0.5035971223021583,0.3994252873563218
6,BAL,0.10878510298441746,0.4519326065411298,0.12478441743231682,0.09256224522087882,0.4625984251968504,0.4411177644710579
7,SEA,0.10504482416949056,0.4885057471264368,0.16432512294104415,-0.013515773373616596,0.5129310344827587,0.4396551724137931
8,NO,0.09599463918713928,0.47768281101614435,0.14008562215433826,0.03937454826179921,0.49493243243243246,0.455531453362256
9,HOU,0.0930744057475279,0.4782157676348548,0.21093253251954394,-0.19339214437804847,0.5314787701317716,0.3487544483985765
10,CLE,0.09141125591325235,0.4692898272552783,0.1931724998463082,-0.03437088251043907,0.5243055555555556,0.4012875536480687
11,MIN,0.08886411520967395,0.4905838041431262,0.17484020421221438,-0.02451919867140559,0.5231788079470199,0.44759825327510916
12,IND,0.08319367095261496,0.4679245283018868,0.18071180732966677,-0.0474763263561499,0.49917627677100496,0.4260485651214128
13,LV,0.06568835241303092,0.4738317757009346,0.15492770135079953,-0.06713300414550845,0.515625,0.4116279069767442
14,ARI,0.05046133110736859,0.4594594594594595,0.0873606275018714,-0.008560260081028153,0.49633967789165445,0.40046838407494145
15,LAC,0.043057875905057906,0.4380952380952381,0.15441295219657397,-0.14125397450848592,0.4791666666666667,0.3701149425287356
16,ATL,0.04187776416154977,0.44314079422382674,0.14440901907892628,-0.1476337327165832,0.4909596662030598,0.35475578406169667
17,PIT,0.03456658936489209,0.439365671641791,0.11757696002921073,-0.1337990776887259,0.46935933147632314,0.3785310734463277
18,MIA,0.025635454378620057,0.4680038204393505,0.1146047209541962,-0.12363267573283254,0.5137195121951219,0.391304347826087
19,CAR,0.01914249662558253,0.4583741429970617,0.07543703402725059,-0.08160319189379617,0.48396946564885496,0.412568306010929
20,DET,0.0144330998657524,0.45489815712900095,0.10337444682690801,-0.15566094502888705,0.4977843426883309,0.3728813559322034
21,SF,0.009700785259287303,0.4588344125809436,0.08930427197384064,-0.10671251421848775,0.48442367601246106,0.4214123006833713
22,NE,0.003826742443255773,0.4647887323943662,-0.039595885463392974,0.052238353130668436,0.46564885496183206,0.46382978723404256
23,LA,-0.013335832670068748,0.445859872611465,0.031830389520903696,-0.08072670387564665,0.47416413373860183,0.4036281179138322
24,CHI,-0.016219670555075977,0.4403409090909091,0.01430109726021379,-0.07328023647061774,0.47674418604651164,0.37228260869565216
25,DAL,-0.028570151555082243,0.4612676056338028,-0.003864726525313502,-0.07282139196466801,0.49108367626886146,0.40786240786240785
26,CIN,-0.04139369465258212,0.4419475655430712,0.004794942982914501,-0.12234285339520502,0.46176470588235297,0.4072164948453608
27,JAX,-0.04965569538977892,0.419921875,-0.03354437149531422,-0.085588521867339,0.4497878359264498,0.35331230283911674
28,WAS,-0.05112924015709602,0.42095416276894293,-0.06258748706153794,-0.029923844552608846,0.42939481268011526,0.4053333333333333
29,PHI,-0.0551759278100761,0.4182475158084914,-0.04280637473526948,-0.08116238384958584,0.412,0.43137254901960786
30,NYG,-0.05655974967074782,0.4212121212121212,-0.05068492479495641,-0.06670717445620569,0.43381180223285487,0.39944903581267216
31,DEN,-0.07088450746552802,0.40264650283553877,-0.050857681044316164,-0.10241092278067185,0.4250386398763524,0.36739659367396593
32,NYJ,-0.1163475053039238,0.4098360655737705,-0.09796285228495631,-0.1463278693914585,0.41818181818181815,0.39622641509433965
