#,Team,EPA/play,Success Rate,Dropback EPA,Rush EPA,Dropback SR,Rush SR
1,KC,0.23651360028311333,0.5,0.3494879387461745,0.017967800236336904,0.5272459499263623,0.4472934472934473
2,NO,0.15591097372459797,0.49902152641878667,0.2839681735442799,-0.011459497371555173,0.5578583765112263,0.4221218961625282
3,LA,0.1492043260431273,0.5074487895716946,0.2028923274865643,0.06560443808120404,0.5122324159021406,0.5
4,LAC,0.12649600306424397,0.4696813977389517,0.21115586971915853,0.0010179864149956854,0.5094664371772806,0.4107142857142857
5,PIT,0.10245050035877641,0.4753199268738574,0.1944516110633748,-0.11240575207940161,0.5078328981723238,0.39939024390243905
6,SEA,0.09303520515470291,0.4421052631578947,0.20816238979218282,-0.02727382928055007,0.49063670411985016,0.3913894324853229
7,NE,0.09009500724494905,0.4731084776663628,0.18084125294852646,-0.03051465264982693,0.5223642172523961,0.40764331210191085
8,ATL,0.08304855065465827,0.4665391969407266,0.19950010125149345,-0.1598164825959685,0.5205091937765205,0.35398230088495575
9,CAR,0.06655480214201456,0.4797297297297297,0.08609602493711527,0.03282048068520922,0.48323170731707316,0.47368421052631576
10,IND,0.05913416326074291,0.4796380090497738,0.14131571464390255,-0.09703235432825337,0.5069060773480663,0.42782152230971127
11,GB,0.05406632771653619,0.4595103578154426,0.09280044858583182,-0.04617129588441126,0.4660574412532637,0.44256756756756754
12,TB,0.045029646793864536,0.44918330308529947,0.1648324843974785,-0.22926520825679794,0.5032594524119948,0.3253731343283582
13,CHI,0.03912641389790057,0.4634377967711301,0.14720363760901703,-0.11931935201113662,0.5031948881789138,0.405152224824356
14,PHI,0.03666186003382952,0.46218487394957986,0.11037161042752089,-0.09682823910435169,0.49420289855072463,0.4041994750656168
15,BAL,0.03536244937744752,0.4579037800687285,0.060883957672223585,0.0034235405443331745,0.4667697063369397,0.44680851063829785
16,HOU,0.031828197023776345,0.4433085501858736,0.14393094946988036,-0.148842258374799,0.5045180722891566,0.3446601941747573
17,NYG,0.016129452804131684,0.39901477832512317,0.05436983321283112,-0.05404912241518543,0.4292237442922374,0.3435754189944134
18,CIN,0.012475042520771733,0.43566362715298884,0.07441846135741519,-0.10487231398501028,0.46594427244582043,0.3782991202346041
19,DAL,0.008579812816700156,0.4386792452830189,0.051274087066989986,-0.059919845869882804,0.45788667687595713,0.40786240786240785
20,CLE,-0.009401494761233187,0.4284369114877589,0.03715560617383681,-0.09126943588601859,0.4519940915805022,0.38701298701298703
21,SF,-0.019545945946248273,0.44787644787644787,0.054335714877444194,-0.13512319753182664,0.4889240506329114,0.38366336633663367
22,DEN,-0.019914262819483636,0.4343720491029273,-0.008712715815931669,-0.03976621915823934,0.44165435745937964,0.4214659685863874
23,DET,-0.022423259391447375,0.41486359360301034,0.026965672335580223,-0.10594681988171176,0.4476047904191617,0.3594936708860759
24,TEN,-0.028632691967910195,0.4266666666666667,0.022984479306668932,-0.09432727359010183,0.46153846153846156,0.3822843822843823
25,LV,-0.057118004422920726,0.4476003917727718,0.0006769744867059845,-0.15501873386877915,0.4750778816199377,0.40105540897097625
26,WAS,-0.07308509596431446,0.423038728897716,-0.059137804795886637,-0.09609812639222035,0.44657097288676234,0.38421052631578945
27,MIN,-0.07484407431322818,0.43272023233301066,-0.010881849958660808,-0.20351443817518583,0.4855072463768116,0.32653061224489793
28,MIA,-0.11076724423924914,0.4013230429988975,-0.09947692728123461,-0.12816128997288498,0.4163636363636364,0.37815126050420167
29,NYJ,-0.1299662792309115,0.3714574898785425,-0.08697533493599123,-0.19616570245111004,0.41402337228714525,0.3059125964010283
30,JAX,-0.13024413232797932,0.4036786060019361,-0.1007783398140491,-0.18371611547314978,0.4294294294294294,0.3569482288828338
31,BUF,-0.13974741148840547,0.3780952380952381,-0.13734595564272223,-0.14343660452670157,0.3977987421383648,0.34782608695652173
32,ARI,-0.24026177579215424,0.35553168635875404,-0.26718525654289393,-0.19346243131072138,0.3790186125211506,0.31470588235294117
