player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
Antonio Brown,5718,WR,PIT,15.0,14.4,12.0,65.1,53.3,24.0,45.0,0,4.4,5.0,0.17,74.0,25,3.0,79.7,28.7,91.3,,91.3,0.2,1.0,6.0,57.0,0.0,0.0,627.0,6.0,48.8,108.0,93.5,586.0,12.4,78.0,105.1,166.0,11.0,87.4,548.0,1665.0,502.0,4.6,15.4,2.84,2017,323.7,0.32,3.11
Antonio Brown,5718,WR,PIT,15.0,12.6,13.333,63.7,19.2,11.333,32.333,0,2.133,2.333,0.183,67.333,25,1.0,87.433,65.633,83.3,,83.1,0.067,0.333,9.333,71.0,0.0,0.0,686.333,4.0,49.533,105.333,93.567,642.0,17.8,124.0,94.967,165.333,13.667,82.133,562.0,1419.667,496.667,4.733,13.467,2.24,2018,16.1,0.67,3.22
Antonio Brown,5718,WR,TB,12.714,10.771,10.286,68.214,72.7,9.429,20.143,0,2.0,1.571,0.216,46.571,30,0.429,87.414,74.414,82.671,,82.814,0.029,0.143,4.571,56.714,0.0,0.0,473.571,1.714,49.114,75.429,93.414,442.571,19.629,90.857,106.357,113.143,9.286,79.943,381.429,930.714,371.143,5.0,11.829,2.057,2020,121.1,0.45,2.82
Antonio Callaway,48101,WR,CLV,16.0,14.5,3.0,55.1,38.5,5.0,13.0,0,12.2,6.0,0.06,27.0,8,1.0,40.6,46.8,64.0,,63.1,0.2,1.0,5.0,71.0,0.0,0.0,533.0,3.0,45.5,43.0,91.9,490.0,12.6,67.0,74.0,78.0,5.0,87.2,465.0,586.0,233.0,5.4,13.6,1.2,2018,16.9,0.11,2.11
Auden Tate,48192,WR,CIN,12.0,12.9,5.0,51.3,48.1,13.0,27.0,0,11.1,5.0,-0.19,29.0,7,1.0,51.0,78.1,70.5,81.3,70.0,0.2,1.0,2.0,33.0,1.6,7.0,437.0,2.0,39.8,40.0,93.6,409.0,26.5,116.0,69.1,78.0,1.0,73.2,320.0,575.0,137.0,3.4,14.4,1.41,2019,29.0,0.17,2.07
Auden Tate,48192,WR,CIN,10.0,10.7,2.333,61.567,44.4,7.0,15.0,0,8.167,2.333,-0.083,15.667,7,0.333,60.133,74.5,72.433,68.6,70.667,1.333,1.667,0.667,23.667,5.0,7.0,215.0,1.333,39.933,22.667,90.8,198.333,37.033,68.0,81.3,40.0,0.333,59.667,143.333,291.667,82.333,3.733,11.933,1.543,2020,12.9,0.11,4.3
Ben Skowronek,27948,WR,LA,14.0,11.7,1.0,52.0,33.3,1.0,3.0,0,23.5,4.0,-0.06,7.0,26,0.0,29.5,75.4,53.7,,52.7,0.0,0.0,2.0,35.0,0.0,0.0,150.0,1.0,43.6,13.0,93.3,140.0,51.3,77.0,36.3,25.0,0.0,48.0,72.0,145.0,60.0,4.6,11.2,1.04,2021,84.3,0.12,2.11
Ben Skowronek,27948,WR,LA,14.0,9.233,1.667,62.133,40.0,1.667,4.333,0,9.5,2.0,-0.1,13.0,26,0.0,64.367,77.2,56.033,78.7,55.167,1.067,4.667,2.0,33.0,3.6,16.0,346.0,1.667,43.533,30.333,92.833,320.667,46.367,155.667,59.3,47.0,0.0,49.333,172.0,299.0,115.333,4.0,10.133,0.953,2022,21.5,0.1,2.15
Bennie Fowler,8914,WR,DEN,16.0,10.7,2.0,53.7,41.7,5.0,12.0,1,12.1,4.0,-0.17,18.0,10,0.0,47.7,76.8,56.0,,56.8,0.0,0.0,5.0,29.0,0.0,0.0,379.0,2.0,39.4,29.0,94.5,358.0,69.9,265.0,53.8,54.0,3.0,30.1,114.0,350.0,100.0,3.4,12.1,0.98,2017,41.9,0.11,2.62
Bennie Fowler,8914,WR,NYG,12.0,10.433,4.667,60.567,33.3,2.333,6.0,0,7.967,2.0,-0.003,14.0,21,0.667,60.367,40.933,57.467,,57.133,0.0,0.0,3.0,27.0,0.0,0.0,297.667,1.333,41.0,20.333,94.767,282.0,39.633,130.333,63.667,34.667,1.667,60.367,167.333,249.333,84.667,4.333,12.3,0.873,2018,44.3,0.13,1.85
Bennie Fowler,8914,WR,NYG,9.714,10.643,2.0,68.357,70.0,5.0,8.286,0,7.986,2.0,-0.019,12.857,21,0.286,61.986,60.857,59.257,,58.886,0.457,1.143,1.857,21.286,0.0,0.0,268.714,1.714,43.914,21.857,93.814,252.286,27.843,82.714,70.943,32.571,0.714,71.7,184.857,217.143,54.0,2.6,10.071,0.854,2019,3.1,0.06,1.55
Bo Melton,61610,WR,GB,7.0,13.6,1.0,69.2,50.0,3.0,6.0,0,5.3,1.0,0.44,14.0,12,0.0,69.6,75.3,83.4,,82.6,1.0,1.0,0.0,37.0,0.0,0.0,96.0,0.0,57.1,18.0,94.8,91.0,33.3,32.0,124.5,26.0,2.0,63.5,61.0,244.0,38.0,2.1,13.6,2.68,2023,22.5,0.09,1.41
Bo Melton,61610,WR,GB,12.333,16.933,1.0,54.667,80.0,3.667,5.333,0,1.767,0.333,0.14,8.667,12,0.0,61.0,75.367,69.933,,65.933,0.333,0.333,1.333,31.0,0.0,0.0,110.667,1.333,49.9,12.0,92.6,102.333,42.167,47.333,58.433,21.333,0.667,56.767,62.333,152.667,18.667,1.367,12.467,1.553,2024,24.2,0.25,2.69
Brandin Cooks,8655,WR,NE,19.0,16.2,6.0,59.1,29.0,9.0,31.0,1,9.6,8.0,0.25,51.0,19,0.0,60.6,83.0,70.7,62.2,71.5,0.0,0.0,2.0,64.0,0.1,1.0,771.0,6.0,49.7,75.0,92.5,713.0,17.9,138.0,103.7,127.0,7.0,82.1,633.0,1237.0,268.0,3.6,16.5,1.73,2017,243.2,0.25,2.7
Brandin Cooks,8655,WR,LA,19.0,14.333,7.333,67.9,43.8,12.333,31.667,0,4.533,4.0,0.183,63.667,26,0.667,80.6,68.067,77.7,,78.833,0.067,0.667,2.667,59.333,0.033,0.333,748.333,3.333,50.167,91.0,93.767,701.667,25.167,187.333,108.433,133.667,5.667,74.433,557.667,1409.667,375.333,4.067,15.567,2.01,2018,117.5,0.17,2.45
Brandin Cooks,8655,WR,LA,16.143,14.429,3.143,64.929,56.3,10.429,22.714,0,8.0,4.571,0.141,45.571,26,0.286,64.886,74.714,72.214,62.4,71.957,0.029,0.286,2.286,58.0,0.129,0.714,596.714,2.0,48.929,63.0,93.671,559.0,30.043,173.429,96.814,95.571,3.571,69.614,421.286,937.286,258.0,4.029,14.614,1.599,2019,232.0,0.29,2.86
Brandin Cooks,8655,WR,HST,15.286,13.2,2.857,68.471,38.1,9.143,21.143,0,6.629,4.571,0.19,48.857,13,0.143,70.686,78.457,77.4,,76.871,0.014,0.143,3.286,57.0,0.057,0.286,577.0,1.143,52.457,72.429,95.029,548.571,30.657,175.714,101.171,104.429,4.714,69.057,399.714,1037.429,301.857,4.1,14.243,1.847,2020,231.8,0.28,2.52
Brandin Cooks,8655,WR,HST,15.429,11.986,4.286,68.614,57.1,10.429,20.286,1,5.629,4.429,-0.03,45.143,13,0.0,76.014,82.386,77.129,,76.714,0.0,0.0,3.143,54.143,0.029,0.143,559.857,1.571,45.657,80.571,93.971,526.286,32.7,183.0,99.129,116.714,5.429,66.8,374.143,1004.429,319.714,3.971,12.614,1.89,2021,144.6,0.22,2.49
Brandin Cooks,8655,WR,HST,14.143,11.757,2.714,66.171,55.6,10.286,19.286,0,7.6,5.286,-0.103,36.857,13,0.0,66.9,81.557,75.014,,74.671,0.114,0.571,3.714,48.143,0.0,0.0,502.571,1.286,41.057,69.286,94.529,474.857,28.057,143.286,89.329,103.857,4.286,71.486,356.857,860.0,260.857,3.7,12.457,1.79,2022,171.2,0.21,2.9
Brandin Cooks,8655,WR,DAL,15.714,12.7,2.857,66.571,50.0,9.714,18.429,1,4.3,2.857,0.057,38.714,9,0.571,75.843,67.643,70.971,,71.471,0.057,0.286,4.429,41.143,0.0,0.0,572.429,1.143,46.129,63.143,93.843,536.857,32.429,189.571,93.029,94.571,6.286,67.357,381.714,750.143,183.0,2.814,11.9,1.429,2023,69.6,0.15,2.4
Brandin Cooks,8655,WR,DAL,12.429,12.586,1.0,58.057,28.6,6.286,15.714,1,1.843,1.143,-0.009,27.0,9,0.286,75.286,71.771,66.071,,66.386,0.029,0.143,3.143,33.429,0.0,0.0,426.857,1.0,45.214,40.0,92.557,396.429,26.929,122.714,79.629,66.571,4.429,73.014,303.857,449.0,99.143,2.386,10.843,1.083,2024,51.9,0.1,2.16
Brandon Aiyuk,84109,WR,SF,12.0,9.9,9.0,64.5,14.3,2.0,14.0,1,7.7,5.0,0.07,43.0,28,0.0,69.8,82.1,80.1,67.5,80.8,0.0,0.0,4.0,49.0,0.2,1.0,455.0,3.0,49.9,60.0,94.9,432.0,24.2,110.0,89.4,93.0,5.0,75.8,345.0,748.0,286.0,4.8,12.5,1.73,2020,170.3,0.19,2.79
Brandon Aiyuk,84109,WR,SF,17.333,10.233,15.0,66.167,53.6,10.667,23.333,0,5.5,3.667,0.137,43.667,28,0.667,76.267,72.167,77.3,66.0,79.133,0.133,0.667,1.333,45.0,0.2,1.0,547.0,4.333,48.9,63.333,94.5,516.667,24.8,136.0,107.4,95.667,5.0,75.067,410.333,890.0,359.333,5.667,14.033,1.723,2021,229.8,0.23,2.87
Brandon Aiyuk,84109,WR,SF,18.857,10.671,15.571,67.729,39.1,9.714,23.143,0,6.186,5.0,0.173,49.0,28,0.857,73.086,62.071,78.1,,79.343,0.057,0.286,1.143,50.143,0.086,0.429,608.143,3.571,49.643,75.143,94.5,574.571,24.686,150.286,112.486,110.714,6.714,75.257,457.571,1023.714,380.857,5.114,13.671,1.779,2022,251.2,0.31,3.35
Brandon Aiyuk,84109,WR,SF,19.429,12.971,12.857,69.257,50.0,9.857,20.857,0,3.857,3.286,0.236,61.429,28,1.0,80.757,55.971,85.614,66.8,86.3,0.143,0.714,2.0,65.0,0.2,1.286,610.429,3.857,52.171,81.286,94.7,578.143,24.671,150.714,120.714,117.286,7.571,75.186,459.0,1310.429,392.857,4.843,16.114,2.28,2023,62.4,0.17,2.5
Brandon Johnson,40666,WR,DEN,13.0,11.9,3.0,67.9,42.9,3.0,7.0,0,9.5,2.0,0.01,12.0,10,0.0,46.6,74.4,64.1,,64.6,0.0,0.0,0.0,50.0,0.0,0.0,232.0,3.0,47.5,19.0,93.5,217.0,23.3,54.0,140.5,28.0,4.0,76.7,178.0,284.0,90.0,4.7,14.9,1.31,2023,1.9,0.1,1.9
Brandon LaFell,5602,WR,CIN,16.0,8.7,3.0,60.5,31.6,6.0,19.0,0,7.1,4.0,-0.1,25.0,7,1.0,59.0,37.4,57.8,,57.7,2.0,11.0,2.0,45.0,0.0,0.0,554.0,1.0,39.8,52.0,95.3,528.0,35.6,197.0,81.0,86.0,3.0,62.3,345.0,548.0,245.0,4.7,10.5,1.04,2017,37.5,0.16,3.13
Brandon Marshall,3064,WR,NYG,5.0,10.6,3.0,56.3,40.0,4.0,10.0,0,10.0,2.0,0.09,11.0,21,0.0,55.6,73.9,62.2,,60.5,0.0,0.0,1.0,18.0,0.0,0.0,183.0,0.0,49.4,18.0,92.9,170.0,3.8,7.0,56.0,32.0,0.0,96.2,176.0,154.0,45.0,2.5,8.6,0.91,2017,30.6,0.16,2.78
Brandon Powell,48036,WR,LA,17.0,1.4,1.0,77.4,50.0,1.0,2.0,0,0.0,0.0,-0.13,7.0,26,0.0,85.7,90.3,65.8,74.3,65.8,0.7,1.0,0.0,16.0,2.6,4.0,152.0,0.0,42.3,24.0,95.4,145.0,52.0,79.0,87.6,31.0,0.0,38.8,59.0,156.0,184.0,7.7,6.5,1.08,2022,69.1,0.17,2.03
Brandon Powell,48036,WR,MIN,14.333,6.067,2.333,70.733,28.6,1.667,5.333,1,6.267,2.0,-0.003,14.333,18,0.0,66.7,72.9,63.067,76.7,64.333,0.233,0.333,1.333,24.0,1.933,4.667,254.0,2.0,43.167,27.333,94.533,239.667,59.733,155.667,81.267,39.0,0.667,37.2,93.667,268.0,129.333,4.9,9.633,1.113,2023,14.1,0.07,2.01
Braxton Berrios,47961,WR,NYJ,15.0,7.7,4.0,69.8,16.7,1.0,6.0,0,9.8,4.0,-0.29,19.0,22,0.0,55.3,87.9,72.4,,71.8,0.0,0.0,1.0,43.0,0.0,0.0,202.0,0.0,38.9,37.0,91.6,185.0,70.8,143.0,102.2,53.0,3.0,22.8,46.0,394.0,222.0,6.0,10.6,2.13,2020,117.1,0.3,2.21
Braxton Berrios,47961,WR,NYJ,15.667,5.833,2.667,74.4,83.3,3.667,6.0,0,4.667,2.0,-0.13,21.0,22,0.667,75.233,89.433,73.467,,73.467,0.467,1.333,1.0,45.0,0.0,0.0,253.333,0.0,43.167,43.0,93.4,237.0,73.067,185.667,100.8,57.667,2.333,23.6,60.0,418.667,246.0,5.733,9.8,1.803,2021,53.6,0.18,1.99
Braxton Berrios,47961,WR,NYJ,15.857,6.329,1.714,65.086,66.7,3.857,6.0,0,7.714,2.0,-0.073,13.571,22,0.286,72.643,78.5,67.371,,65.886,0.486,1.143,1.0,33.571,0.0,0.0,216.571,0.0,42.786,28.714,94.429,204.429,66.057,145.286,75.486,42.429,1.0,31.257,65.714,262.286,159.714,5.486,8.829,1.236,2022,57.9,0.13,2.07
Braxton Berrios,47961,WR,MIA,16.571,6.614,1.143,72.929,50.0,3.0,4.857,1,5.214,1.286,0.041,14.0,17,0.143,75.514,84.457,61.429,69.3,60.614,0.243,0.571,1.571,26.286,0.343,1.143,293.286,1.143,47.243,27.143,95.529,280.429,62.029,181.286,76.786,36.857,0.857,36.914,109.571,239.0,113.143,4.143,8.686,0.871,2023,0.0,0.0,
Breshad Perriman,9459,WR,BLT,11.0,14.8,0.0,32.3,8.3,1.0,12.0,0,28.6,4.0,-0.2,3.0,3,0.0,28.1,71.1,45.1,,43.4,0.0,0.0,2.0,14.0,0.0,0.0,225.0,0.0,40.9,10.0,95.6,215.0,11.1,25.0,14.6,31.0,0.0,88.4,199.0,77.0,8.0,0.8,7.7,0.36,2017,62.2,0.29,3.11
Breshad Perriman,9459,WR,CLV,10.333,17.467,1.333,53.433,33.3,1.667,8.0,1,9.533,1.333,0.06,9.667,8,0.0,64.5,73.967,62.3,,65.133,0.0,0.0,0.667,48.667,0.0,0.0,171.667,2.0,48.967,14.0,93.467,161.0,20.233,32.333,94.333,27.0,1.333,79.6,139.0,252.333,53.333,3.467,16.767,1.813,2018,138.1,0.21,3.63
Breshad Perriman,9459,WR,TB,12.429,18.229,1.714,54.557,43.8,4.714,12.571,0,5.629,1.143,0.066,20.714,30,0.0,73.586,76.214,68.3,,69.229,0.0,0.0,2.571,46.0,0.0,0.0,343.286,2.0,48.471,26.571,94.4,325.571,22.329,78.429,94.543,48.714,4.0,77.6,264.714,476.714,96.571,3.543,17.414,1.6,2019,99.1,0.15,3.2
Breshad Perriman,9459,WR,NYJ,12.286,17.029,2.0,55.6,18.2,3.429,11.714,0,5.971,2.0,-0.01,21.571,22,0.0,68.386,76.971,67.271,,67.571,0.171,0.571,3.429,52.286,0.0,0.0,380.143,1.0,44.343,29.714,94.143,358.857,25.057,95.143,87.6,54.143,3.714,74.771,284.429,521.429,140.286,4.8,17.757,1.551,2020,33.4,0.22,2.78
Brian Thomas,146760,WR,JAX,17.0,11.9,9.0,67.4,50.0,8.0,16.0,0,6.5,6.0,-0.06,53.0,15,0.0,67.7,83.6,82.0,,83.4,0.0,0.0,5.0,85.0,0.0,0.0,553.0,4.0,44.0,87.0,94.6,523.0,28.4,157.0,109.4,129.0,10.0,71.4,395.0,1282.0,572.0,6.6,14.7,2.45,2024,138.8,0.19,2.72
Brice Butler,7991,WR,DAL,13.0,18.5,1.0,68.2,80.0,4.0,5.0,0,16.7,3.0,0.04,10.0,9,0.0,39.8,73.3,65.9,,64.8,0.6,1.0,1.0,53.0,0.0,0.0,160.0,1.0,43.6,15.0,93.1,149.0,31.9,51.0,131.6,22.0,3.0,66.3,106.0,317.0,32.0,2.1,21.1,2.13,2017,18.0,0.15,3.0
Bruce Ellington,8741,WR,HST,11.0,9.9,3.0,58.0,40.0,4.0,10.0,1,9.4,3.0,0.11,13.0,13,1.0,57.0,33.2,57.0,,55.9,0.5,2.0,2.0,35.0,0.0,0.0,364.0,2.0,44.5,29.0,90.1,328.0,68.1,248.0,74.6,50.0,2.0,29.9,109.0,330.0,127.0,4.4,11.4,1.01,2017,59.6,0.22,1.86
Bryan Edwards,28486,WR,LV,17.0,14.4,6.0,59.7,52.6,10.0,19.0,0,5.1,2.0,0.07,28.0,23,1.0,73.2,29.6,62.9,66.2,62.6,0.0,0.0,0.0,51.0,0.2,1.0,585.0,2.0,47.2,37.0,94.4,552.0,26.7,156.0,109.1,62.0,3.0,73.0,427.0,612.0,205.0,5.5,16.5,1.11,2021,4.5,0.05,1.5
Byron Pringle,42345,WR,KC,14.0,9.2,5.0,73.1,100.0,1.0,1.0,0,5.0,1.0,0.21,11.0,16,0.0,69.6,80.2,59.7,75.6,55.3,3.1,8.0,0.0,37.0,2.0,5.0,254.0,1.0,53.8,19.0,91.3,232.0,50.0,127.0,107.7,26.0,1.0,46.5,118.0,199.0,82.0,4.3,10.5,0.86,2020,128.8,0.22,3.07
Byron Pringle,42345,WR,KC,18.0,10.067,7.0,73.033,60.0,4.333,7.0,0,9.333,5.0,0.183,29.0,16,0.0,54.533,46.667,63.367,66.2,61.367,2.5,10.667,0.0,39.0,0.8,2.333,444.667,2.333,51.667,42.333,92.767,414.0,58.667,269.0,126.233,58.0,5.667,38.7,164.667,499.667,174.0,4.167,11.5,1.147,2021,35.5,0.13,3.55
Calvin Austin III,61418,WR,PIT,18.0,11.9,4.0,56.3,42.9,3.0,7.0,0,5.3,1.0,-0.09,8.0,25,0.0,69.0,88.2,56.6,,56.1,0.4,1.0,1.0,72.0,0.0,0.0,262.0,2.0,41.9,18.0,94.7,248.0,41.2,108.0,81.1,32.0,2.0,58.4,153.0,187.0,74.0,4.1,10.4,0.75,2023,114.8,0.19,3.19
Calvin Austin III,61418,WR,PIT,18.0,13.033,2.667,61.3,63.6,5.667,9.667,0,5.167,1.667,-0.05,15.333,25,0.0,71.4,70.667,61.4,,61.767,0.133,0.333,0.333,60.667,0.0,0.0,369.333,1.333,41.9,30.667,95.567,353.333,55.467,212.667,106.633,49.333,3.333,44.4,156.333,444.333,126.667,4.1,13.8,1.19,2024,86.2,0.19,2.78
Calvin Ridley,48262,WR,ATL,16.0,10.4,3.0,70.3,41.7,5.0,12.0,1,11.1,8.0,0.17,38.0,2,2.0,48.5,24.8,68.6,,70.5,0.2,1.0,2.0,75.0,0.0,0.0,492.0,1.0,51.0,64.0,94.5,465.0,24.0,118.0,125.8,91.0,10.0,75.4,371.0,821.0,367.0,5.7,12.8,1.77,2018,195.0,0.27,3.0
Calvin Ridley,48262,WR,ATL,14.0,12.733,3.667,69.567,50.0,9.0,18.667,1,6.7,4.667,0.19,44.0,2,0.667,68.433,39.6,72.8,,73.367,0.067,0.333,2.0,49.0,0.0,0.0,534.0,3.0,50.4,63.333,92.9,495.667,15.8,82.667,119.2,91.0,8.0,83.733,449.0,851.0,216.333,3.367,13.4,1.717,2019,282.1,0.34,3.0
Calvin Ridley,48262,WR,ATL,14.571,14.143,8.429,67.357,40.9,9.0,20.571,0,7.557,6.571,0.15,56.0,2,0.857,67.557,49.143,79.714,,79.843,0.143,0.714,4.286,57.0,0.0,0.0,568.286,3.0,48.686,78.571,93.871,533.571,13.286,74.286,109.543,117.286,8.571,86.286,491.857,1149.857,250.429,3.214,14.486,2.13,2020,71.1,0.24,2.29
Calvin Ridley,48262,WR,JAX,15.857,14.271,6.286,61.571,36.4,8.714,22.0,0,7.786,6.714,0.04,53.286,15,0.857,65.8,54.114,75.757,,76.143,0.057,0.286,4.286,56.857,0.0,0.0,642.143,3.143,48.186,78.143,93.9,603.286,15.557,101.857,97.043,127.571,8.143,84.271,539.429,1096.857,214.429,2.743,13.986,1.836,2023,201.2,0.23,2.79
Calvin Ridley,48262,WR,TEN,16.714,15.286,6.857,58.186,45.8,9.857,23.143,1,9.914,7.714,-0.086,46.143,31,0.429,55.243,51.814,74.3,,75.414,0.029,0.143,4.286,61.857,0.0,0.0,614.571,2.429,43.771,71.143,93.914,577.143,19.286,118.286,88.129,121.857,5.857,80.543,495.429,1067.714,230.857,3.329,15.1,1.86,2024,47.3,0.19,2.78
Cam Sims,47908,WR,WAS,15.0,11.3,9.0,67.2,58.8,10.0,17.0,1,11.4,5.0,-0.05,23.0,32,0.0,48.9,78.1,62.5,,62.4,0.2,1.0,2.0,50.0,0.0,0.0,465.0,1.0,44.6,39.0,95.5,444.0,20.6,96.0,91.2,58.0,1.0,79.1,368.0,581.0,280.0,7.2,14.9,1.31,2020,48.8,0.17,3.05
Cam Sims,47908,WR,WAS,14.333,13.167,3.0,64.067,62.5,6.667,11.0,0,11.667,3.0,-0.097,15.0,32,0.0,50.633,75.033,62.567,,62.333,0.067,0.333,2.0,45.333,0.0,0.0,276.333,0.333,42.533,23.0,94.5,262.0,19.333,54.667,86.333,35.333,1.667,80.567,221.333,334.333,126.0,4.6,14.367,1.257,2021,16.9,0.05,2.11
Cedric Tillman,84434,WR,CLV,14.0,12.2,4.0,50.0,28.6,2.0,7.0,0,4.5,1.0,-0.19,12.0,8,0.0,71.3,75.0,55.5,76.4,55.4,2.9,11.0,5.0,23.0,1.6,6.0,382.0,1.0,40.1,21.0,93.7,358.0,38.5,147.0,26.4,42.0,0.0,58.6,224.0,224.0,67.0,3.2,10.7,0.63,2023,80.4,0.19,2.68
Cedric Tillman,84434,WR,CLV,12.0,12.267,7.333,59.6,71.4,4.0,7.0,2,5.833,1.667,-0.17,14.0,8,0.667,69.167,43.533,60.9,70.7,62.333,0.967,3.667,2.333,33.0,1.667,5.333,328.667,1.667,40.7,26.333,92.633,304.667,30.967,103.667,75.533,44.0,2.0,67.667,220.0,300.667,96.333,3.6,11.367,1.023,2024,60.0,0.12,2.86
Cedrick Wilson,48170,WR,DAL,16.0,9.4,1.0,63.0,0.0,0.0,2.0,0,10.5,2.0,-0.05,10.0,9,0.0,54.8,79.9,61.1,,61.1,0.0,0.0,1.0,42.0,0.0,0.0,160.0,1.0,45.8,17.0,94.4,151.0,64.4,103.0,93.0,27.0,2.0,35.0,56.0,189.0,118.0,6.9,11.1,1.25,2020,142.3,0.27,3.03
Cedrick Wilson,48170,WR,DAL,16.0,10.267,3.0,67.933,46.2,4.0,9.333,0,7.3,2.667,0.11,22.0,9,1.333,62.0,47.567,68.167,67.2,68.1,0.0,0.0,1.667,62.667,0.333,1.333,338.667,1.0,48.8,39.0,92.4,311.0,81.467,291.0,108.467,56.333,4.667,18.2,46.667,505.667,228.0,6.1,12.567,1.55,2021,26.4,0.11,2.03
Cedrick Wilson,48170,WR,MIA,16.0,11.086,1.857,60.886,50.0,4.571,9.714,0,3.129,1.143,0.007,18.571,17,0.571,75.543,65.3,66.529,,67.071,0.343,1.143,1.286,44.571,0.143,0.571,328.0,2.143,45.943,31.0,93.714,306.429,56.857,195.0,99.171,49.857,3.714,42.257,130.286,407.0,134.857,4.1,12.986,1.293,2023,47.1,0.12,2.35
Cedrick Wilson,48170,WR,NO,15.429,9.843,2.0,66.743,0.0,2.286,7.0,0,6.014,1.571,-0.199,13.143,20,0.286,68.886,41.914,65.186,74.3,65.571,0.171,0.571,1.143,33.571,0.871,2.0,278.286,1.571,40.386,25.714,92.571,257.857,51.371,150.714,94.371,39.0,2.286,48.229,126.286,310.571,108.714,4.071,11.757,1.151,2024,9.4,0.05,1.88
CeeDee Lamb,61570,WR,DAL,16.0,10.3,6.0,67.9,29.4,5.0,17.0,0,10.8,9.0,-0.02,46.0,9,1.0,48.2,67.2,71.6,77.3,72.6,0.0,0.0,2.0,52.0,0.7,4.0,541.0,4.0,47.0,74.0,95.4,516.0,93.2,504.0,102.0,109.0,5.0,6.5,35.0,935.0,312.0,4.2,12.6,1.81,2020,232.8,0.26,2.65
CeeDee Lamb,61570,WR,DAL,16.667,10.7,14.667,67.1,70.0,11.0,19.0,1,9.667,8.333,0.093,52.667,9,0.333,51.733,80.867,79.933,67.8,80.733,0.0,0.0,4.667,50.0,0.567,3.333,603.667,3.333,48.533,78.0,92.6,558.0,57.6,336.667,95.667,116.333,5.667,41.567,261.667,1060.333,398.667,5.067,13.533,1.897,2021,301.6,0.3,2.58
CeeDee Lamb,61570,WR,DAL,18.0,10.471,15.429,70.186,46.7,12.714,25.286,1,7.286,7.571,0.057,65.429,9,0.143,67.257,83.8,83.514,,84.314,0.171,1.143,4.857,47.714,0.243,1.429,646.143,3.714,47.943,102.571,94.143,608.286,60.514,387.143,103.0,145.286,8.143,38.443,252.143,1336.714,488.0,4.8,13.114,2.179,2022,405.2,0.41,2.72
CeeDee Lamb,61570,WR,DAL,18.143,10.443,18.143,72.014,36.7,12.286,28.571,0,5.157,6.571,0.15,79.143,9,1.714,81.214,66.014,88.586,,89.086,0.257,1.714,3.429,72.714,0.071,0.429,708.429,5.0,50.1,128.286,93.571,662.714,57.086,406.143,111.871,177.429,10.571,41.786,294.429,1663.857,626.857,4.9,13.029,2.497,2023,263.4,0.32,2.29
CeeDee Lamb,61570,WR,DAL,16.429,9.186,19.143,70.786,58.1,15.429,30.571,0,7.529,9.0,0.013,66.429,9,1.429,65.529,62.4,82.457,67.1,84.143,0.243,1.429,4.714,70.0,0.114,0.571,636.857,6.286,45.757,116.143,92.614,590.571,54.443,350.143,100.986,163.571,8.286,44.157,278.143,1434.0,592.714,5.143,12.257,2.407,2024,200.9,0.27,2.64
Chad Williams,11853,WR,ARZ,10.0,13.6,0.0,40.5,41.7,5.0,12.0,0,15.0,3.0,-0.23,9.0,1,0.0,41.6,74.0,53.7,65.7,52.7,0.0,0.0,2.0,22.0,0.3,1.0,299.0,0.0,38.2,17.0,95.0,284.0,7.7,23.0,40.9,42.0,1.0,92.3,276.0,171.0,18.0,1.1,10.1,0.6,2018,0.0,0.0,
Chase Claypool,42312,WR,PIT,17.0,13.6,9.0,60.9,35.7,10.0,28.0,0,5.6,4.0,0.16,43.0,25,3.0,74.5,24.0,75.5,,75.8,0.4,2.0,0.0,84.0,0.0,0.0,532.0,1.0,48.9,67.0,92.3,491.0,22.4,119.0,121.5,110.0,11.0,77.3,411.0,932.0,342.0,5.1,13.9,1.9,2020,166.6,0.2,2.28
Chase Claypool,42312,WR,PIT,16.333,12.533,8.333,57.9,41.5,14.667,36.667,1,8.6,6.0,-0.02,39.0,25,1.0,60.5,63.067,69.967,,70.867,0.4,2.0,2.0,67.333,0.0,0.0,555.333,5.667,43.1,63.667,93.1,517.0,19.933,110.333,92.033,110.0,5.0,79.767,443.0,900.667,330.667,5.167,14.167,1.747,2021,103.0,0.16,1.87
Chase Claypool,42312,WR,CHI,15.571,11.657,5.286,59.386,47.4,11.429,26.571,1,6.086,3.714,-0.094,30.429,6,1.0,69.929,50.971,65.3,69.6,66.2,0.4,2.0,3.714,46.571,0.229,1.143,497.429,3.571,43.157,53.571,93.157,463.286,43.171,204.429,70.414,90.571,2.714,56.471,291.0,643.714,222.857,3.986,11.671,1.36,2022,21.7,0.11,2.71
