player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
Tre'Quan Smith,48228,WR,NO,15,10.2,8,72.5,57.1,4,7,0,9.8,4,0.12,25,20,1,55.1,29.1,61.9,61.8,0.5,2,0,56,1.6,7,439,3,49.3,37,94.1,413,55.1,242,145.3,51,6,44.4,195,533,156,4.2,14.4,1.29,2020,87.7,0.17,2.74
David Moore,11981,WR,SEA,17,9.5,2,76.6,55.6,5,9,0,2.7,1,0.12,18,29,0,80.8,86.2,66,66.4,0.9,3,0,57,0.6,2,334,1,49.7,36,95.8,320,26.9,90,142.6,47,6,72.2,241,418,177,4.9,11.6,1.31,2020,0,0,
Randall Cobb,6216,WR,HST,10,7.3,1,80.9,57.1,4,7,0,2.6,1,0.17,20,13,0,81.3,77.9,71.6,72.4,0,0,0,34,0,0,278,0,52,38,96.4,268,76.6,213,127,47,3,23,64,441,169,4.4,11.6,1.65,2020,95.6,0.26,3.3
Deebo Samuel,48274,WR,SF,6,2.2,10,75,50,1,2,0,8.3,3,0.12,19,28,0,60.5,79.2,79.8,81.1,1.1,2,2,35,0.6,1,180,0,48.3,33,96.1,173,30,54,90.2,44,1,67.2,121,391,401,12.2,11.8,2.26,2020,338,0.41,2.49
Henry Ruggs III,61102,WR,LV,13,17.3,2,60.5,30,3,10,0,10.3,3,0.13,13,23,1,53.8,23.6,54,55.6,0,0,1,72,0,0,367,0,47.8,26,93.5,343,39.8,146,102.1,43,2,59.9,220,452,148,5.7,17.4,1.32,2020,84.5,0.25,3.13
Odell Beckham,8647,WR,CLV,7,14.1,4,53.5,42.9,3,7,0,4.2,1,0.07,17,8,0,73.5,76.5,75.3,73.7,0,0,1,43,0,0,189,2,49.2,23,94.2,178,14.8,28,91.1,43,3,85.2,161,319,44,1.9,13.9,1.79,2020,129.1,0.19,2.81
Isaiah Ford,11991,WR,MIA,10,9.6,1,66.7,36.4,4,11,0,6.7,2,-0.09,18,17,0,66.8,76.3,61.1,60.7,0.4,1,2,18,0,0,275,1,46,28,95.6,263,66.2,182,65.2,42,0,33.1,91,276,70,2.5,9.9,1.05,2020,40.1,0.28,3.34
Denzel Mims,47800,WR,NYJ,9,15.8,4,56.1,27.3,3,11,0,4.2,1,-0.12,15,22,0,73.5,75.3,69.4,70.4,0.4,1,1,30,0,0,264,1,41.3,23,93.6,247,24.6,65,74.9,41,0,75,198,357,102,4.4,15.5,1.45,2020,21.3,0.08,2.66
Keke Coutee,47698,WR,HST,8,10.5,4,80.5,66.7,4,6,0,5.7,2,0.25,18,13,3,70.8,18.6,68.2,67.6,0.4,1,0,64,0.4,1,231,0,58,33,94.4,218,74,171,131.7,41,3,24.2,56,400,153,4.6,12.1,1.83,2020,1.5,0.05,1.5
Steven Sims,48341,WR,WAS,13,7.1,1,75,66.7,2,3,0,14.3,5,-0.08,15,32,1,41.2,34.8,57.6,57.2,0.3,1,1,30,0,0,317,0,41.8,30,95.9,304,83.9,266,101.9,40,2,15.8,50,298,128,4.3,9.9,0.98,2020,0,0,
Ja'Marr Chase,84270,WR,CIN,17,9,24,74.3,41.7,10,24,0,7.3,10,0.12,75,7,0,55.9,85.3,85.8,84.9,0,0,7,70,0,0,758,1,52.8,127,93.5,709,33.6,255,121.7,171,17,64.6,490,1708,797,6.3,13.4,2.41,2024,315.6,0.32,2.47
Malik Nabers,146759,WR,NYG,15,9.7,18,66.1,46.2,18,39,1,6.8,8,-0.16,55,21,1,71.5,61.8,86.7,87.1,0,0,2,59,0,0,602,6,41.3,109,92.4,556,27.1,163,96.6,165,7,72.6,437,1204,475,4.4,11,2.17,2024,57.1,0.26,3.17
Justin Jefferson,61398,WR,MIN,18,12.1,11,68.4,54.8,17,31,1,5.3,6,0.06,64,18,1,79.8,60.9,86.6,88,0,0,6,97,0,0,711,3,50.2,108,92.3,656,26.7,190,106.3,158,10,71.7,510,1591,496,4.6,14.7,2.43,2024,201.5,0.21,2.34
Garrett Wilson,97405,WR,NYJ,17,9.4,22,66.4,51.7,15,29,0,5.6,6,-0.01,60,22,2,76.7,32.7,78.9,79.3,0,0,5,42,0,0,696,5,44.7,101,93.8,653,30.2,210,89.4,152,7,69.1,481,1104,446,4.4,10.9,1.69,2024,99.5,0.26,2.76
Drake London,86519,WR,ATL,17,11.2,16,67.1,57.9,22,38,0,4.8,5,-0.02,67,2,0,80.8,83.6,87.8,90.1,0.2,1,7,39,1.3,8,595,7,47.9,100,92.1,548,39,232,94.1,149,9,60.8,362,1271,328,3.3,12.7,2.32,2024,201.9,0.28,2.97
Amon-Ra St Brown,84470,WR,DET,18,8.3,13,83.1,67.7,21,31,1,1.6,2,0.25,78,11,1,91.2,64,89.3,90.2,0,0,1,66,0.3,2,618,3,53.7,123,96.6,597,52.6,325,130.3,148,12,46.3,286,1400,468,3.8,11.4,2.35,2024,324,0.34,2.7
CeeDee Lamb,61570,WR,DAL,15,8.3,20,69.2,58.1,18,31,0,9.8,11,-0.09,54,9,1,50.3,62.4,77.3,79.9,0.2,1,6,65,0.2,1,574,7,42.4,101,91.6,526,50.3,289,90.4,146,6,48.1,276,1194,544,5.4,11.8,2.27,2024,200.9,0.27,2.64
Jerry Jeudy,61103,WR,CLV,17,11.3,8,63.4,38.1,8,21,1,10,10,-0.24,57,8,0,48.5,83,73.5,74.9,0.4,3,2,89,0,0,761,8,40.3,90,93.8,714,35,266,94.5,142,4,64.1,488,1229,391,4.3,13.7,1.72,2024,122.7,0.13,2.41
Courtland Sutton,48164,WR,DEN,18,14,1,61,57.1,20,35,0,11.3,11,0.02,61,10,1,41.8,54.6,75.5,77,0,0,7,47,0.2,1,651,1,45,86,94.5,615,17.5,114,85.3,141,8,82.3,536,1156,198,2.3,13.4,1.88,2024,217.7,0.22,2.94
DJ Moore,48267,WR,CHI,17,7.3,15,71.5,47.6,10,21,0,3,3,-0.11,43,6,1,82.5,62,73.5,73.3,0,0,3,44,0,0,728,5,41,98,91.9,669,27.6,201,96.5,137,6,71.6,521,966,596,6.1,9.9,1.44,2024,168.1,0.17,2.59
Terry McLaurin,48229,WR,WAS,20,13.5,10,70.6,65.8,25,38,0,5,5,0.18,66,32,0,80.2,57.4,82.1,84.8,0,0,2,86,0.3,2,717,1,51.9,96,93.6,671,15.3,110,134.5,136,16,84.7,607,1323,422,4.4,13.8,1.97,2024,114.2,0.26,3.01
Davante Adams,8688,WR,NYJ,14,9.1,12,63,50,13,26,0,10.5,10,-0.08,49,22,0,51.1,82.8,75.8,76.8,0,0,3,71,0,0,558,2,44.4,85,93.5,522,46.4,259,97.9,135,8,53.4,298,1063,468,5.5,12.5,2.04,2024,222.9,0.35,3.72
Jaxon Smith-Njigba,129758,WR,SEA,17,9.2,11,75.2,46.2,12,26,1,2,2,0.02,55,29,1,90.7,60.2,81,83.5,0,0,4,46,0,0,671,3,48.6,100,93.1,625,83.6,561,102.6,133,6,15.6,105,1130,482,4.8,11.3,1.81,2024,361.9,0.44,2.87
Wan'Dale Robinson,101735,WR,NYG,17,5.1,19,70.5,58.6,17,29,1,7,7,-0.16,36,21,0,64.2,83.2,63.4,64.6,0.2,1,2,35,0.2,1,622,4,41.4,93,93.1,579,78.1,486,84.1,132,3,21.1,131,699,374,4,7.5,1.21,2024,217.9,0.22,2.29
Brian Thomas,146760,WR,JAX,17,11.9,9,67.4,50,8,16,0,6.5,6,-0.06,53,15,0,67.7,83.6,82,83.4,0,0,5,85,0,0,553,4,44,87,94.6,523,28.4,157,109.4,129,10,71.4,395,1282,572,6.6,14.7,2.45,2024,138.8,0.19,2.72
Jakobi Meyers,47468,WR,LV,15,10.7,5,69,66.7,16,24,0,0,0,-0.07,52,23,0,90.9,83.2,77.7,78.5,0,0,4,43,0.3,2,628,4,44.1,87,93,584,34.1,214,90.9,126,4,65.8,413,1027,298,3.4,11.8,1.76,2024,177.8,0.2,2.22
Puka Nacua,100632,WR,LA,13,8.3,23,72.6,35,7,20,0,5.3,5,0.13,53,26,0,72.1,84,92.5,92.6,2.7,10,1,51,0.8,3,374,2,49,90,93.6,350,29.9,112,105.3,124,3,66.3,248,1131,581,6.5,12.6,3.23,2024,377,0.52,2.71
Ladd McConkey,124030,WR,LAC,17,10.7,14,73.4,62.5,15,24,0,6.2,6,0.04,60,27,2,73.6,36.7,84.3,85,0.5,3,2,86,0,0,554,1,44.3,91,93.7,519,69.3,384,123.3,124,8,30,166,1346,477,5.2,14.8,2.59,2024,180.9,0.22,2.74
Tyreek Hill,10799,WR,MIA,17,11.9,12,66.9,40,10,25,2,3.6,3,0.05,54,17,0,85.3,84.1,72.7,77.3,0.2,1,3,80,0,0,584,7,49.5,81,93.7,547,34.6,202,97.1,121,6,64.6,377,959,287,3.5,11.8,1.75,2024,53.5,0.35,2.55
AJ Brown,48327,WR,PHI,17,12.8,17,66.9,59.4,19,32,0,2.5,2,0.19,63,24,0,89.8,82.1,90.2,90.9,0,0,3,67,0,0,505,3,48.8,79,94.1,475,17.2,87,116.6,118,9,82.8,418,1242,404,5.1,15.7,2.61,2024,220.3,0.26,2.82
Keenan Allen,7857,WR,CHI,15,10.1,4,59.8,59.1,13,22,0,10.3,8,-0.07,43,6,1,53.5,49.6,64.4,68.2,0,0,0,45,0.5,3,598,4,41.2,70,91.3,546,54,323,98.4,117,7,45.7,273,744,241,3.4,10.6,1.36,2024,182.7,0.29,2.26
Nico Collins,61441,WR,HST,14,11.9,12,69.6,57.1,12,21,1,4.8,4,0.02,59,13,0,80.1,82.4,92.3,92.3,0.2,1,5,67,0.4,2,448,3,43.9,80,94.2,422,23.4,105,108.9,115,8,76.1,341,1209,427,5.3,15.1,2.86,2024,226.2,0.29,3.1
Khalil Shakir,84140,WR,BUF,18,5.5,23,81.7,46.7,7,15,1,2.1,2,0.27,42,4,1,88.9,58.4,78.9,80.1,0.4,2,1,52,0.2,1,498,3,50.9,94,91,453,72.1,359,110.7,115,4,26.9,134,995,704,7.5,10.6,2.2,2024,168.4,0.27,2.31
Mike Evans,8642,WR,TB,15,12.5,5,71.1,63.2,12,19,0,4.7,4,0.26,60,30,0,79.1,82.1,90.4,90.2,0,0,5,57,0,0,463,0,57,81,94,435,34.3,159,118.2,114,12,65.7,304,1096,253,3.1,13.5,2.52,2024,84.8,0.24,2.83
Xavier Worthy,144718,WR,KC,20,9.2,8,68.4,38.5,5,13,0,7.1,6,0.16,49,16,0,67.1,83.8,71.8,71.6,0.5,3,2,54,0,0,655,3,53.1,78,93.7,614,36.3,238,111.9,114,9,61.8,405,925,526,6.7,11.9,1.51,2024,109.9,0.17,2.07
Marvin Harrison,145056,WR,ARZ,17,14.2,1,54.4,42.1,16,38,0,1.6,1,0.09,43,1,1,78.8,45.4,77.7,77.2,0,0,4,60,0,0,579,2,51,62,93.8,543,25.9,150,88.5,114,8,74.1,429,885,149,2.4,14.3,1.63,2024,125.8,0.22,3.07
Calvin Ridley,48262,WR,TEN,17,16,7,56.6,45.8,11,24,1,11.1,8,-0.16,40,31,0,48.9,49.2,73.1,74.7,0,0,4,63,0,0,583,2,40.7,64,93.7,546,21.6,126,83.8,113,4,78.2,456,1017,234,3.7,15.9,1.86,2024,47.3,0.19,2.78
Zay Flowers,97268,WR,BLT,17,10.7,17,66.1,50,8,16,0,6.3,5,0.29,48,3,0,67,83.4,82.1,83.8,0,0,0,53,0,0,500,2,52.3,74,94,470,38,190,108.4,112,4,61.8,309,1059,467,6.3,14.3,2.25,2024,249.3,0.28,2.6
Jauan Jennings,48027,WR,SF,15,10.5,12,69.4,62.5,20,32,3,4.9,4,0.04,47,28,1,77.1,50.8,83.1,83.7,0,0,3,45,0.4,2,459,6,48.4,77,94.1,432,41.6,191,103.2,111,6,58.4,268,975,239,3.1,12.7,2.26,2024,173.3,0.22,3.15
DK Metcalf,47864,WR,SEA,15,14.3,5,61.1,36.6,15,41,2,4.3,3,-0.01,35,29,2,80.8,27.1,73.9,74.6,0.3,2,2,71,0,0,590,7,48.1,66,93.1,549,13.2,78,99,108,5,86.4,510,992,262,4,15,1.81,2024,187.2,0.24,3.07
Michael Pittman,29049,WR,IND,16,10.9,5,65.1,53.6,15,28,0,4.2,3,-0.05,35,14,1,80.3,47.2,72.2,72.6,0.2,1,4,33,0.4,2,511,4,40,69,94.1,481,24.9,127,81.8,106,3,75,383,808,261,3.8,11.7,1.68,2024,200.4,0.22,2.5
Cooper Kupp,11824,WR,LA,14,8.7,7,69.5,47.4,9,19,0,2.7,2,0.08,32,26,1,87.3,50.3,71.4,72.3,0,0,0,69,0.4,2,455,0,47,73,93.6,426,65.3,297,110.8,105,6,34.7,158,800,278,3.8,11,1.88,2024,118.3,0.15,2.52
George Pickens,99229,WR,PIT,15,13.9,12,61,37,10,27,0,12.3,9,0.06,41,25,1,46,47.7,78.6,79.7,0,0,2,44,0,0,498,6,44.3,64,93.8,467,22.1,110,96.8,105,4,77.9,388,987,257,4,15.4,2.11,2024,289.9,0.3,3.12
Tee Higgins,61211,WR,CIN,12,11.2,14,70.2,46.7,14,30,0,2.7,2,0.21,48,7,1,87.3,48.5,88.2,88.3,0.2,1,1,42,0,0,476,3,56.4,73,93.5,445,20,95,125.1,104,10,79.8,380,911,224,3.1,12.5,2.05,2024,209.6,0.27,3.55
Josh Downs,122832,WR,IND,14,6.7,7,70.6,46.7,7,15,0,5.3,4,-0.02,40,14,0,76.3,86.2,84.8,85.1,0.3,1,3,69,0.3,1,386,2,41.5,72,94.6,365,84.5,326,97.8,102,5,14,54,803,403,5.6,11.2,2.2,2024,138.4,0.23,2.31
DeVonta Smith,61100,WR,PHI,17,9.7,10,83.2,43.8,7,16,0,4.5,4,0.18,49,24,0,79.8,82.3,81.2,83.5,0.4,2,3,49,0,0,535,4,50.2,84,94.2,504,55.7,298,126.2,101,9,43.9,235,1023,359,4.3,12.2,2.03,2024,201.8,0.23,2.62
Darnell Mooney,48236,WR,ATL,16,12.8,7,64,39.1,9,23,0,7.2,5,0.02,48,2,0,66,80.9,74,74.6,0,0,3,49,0,0,566,2,48.3,64,93.1,527,40.3,228,100.9,100,5,58.1,329,992,268,4.2,15.5,1.88,2024,82.3,0.11,2.57
Jordan Addison,123000,WR,MIN,16,14.1,5,66,54.5,12,22,0,5.7,4,0.06,41,18,0,74,81.5,72.9,73.6,0.2,1,3,69,0.2,1,603,4,49.7,66,91.5,552,30,181,112.2,100,9,69.3,418,904,223,3.4,13.7,1.64,2024,135.1,0.19,3.07
Elijah Moore,84302,WR,CLV,17,9.6,3,62.9,50,10,20,0,6.2,4,-0.32,25,8,0,71.3,81.1,58.5,58.5,0,0,9,44,0.2,1,631,3,38,61,94.1,594,56.1,354,42.4,97,1,42.6,269,538,136,2.2,8.8,0.91,2024,28.6,0.15,1.91
Rome Odunze,73774,WR,CHI,17,14.2,4,56.3,72.2,13,18,0,8.5,5,-0.07,37,6,2,61.7,25.7,63.8,65.3,0,0,1,47,0.4,3,679,1,41.6,54,91.9,624,35.3,240,86.9,96,3,64.4,437,734,261,4.8,13.6,1.18,2024,146.1,0.2,3.32
Quentin Johnston,123085,WR,LAC,16,12.2,13,59.1,30.4,7,23,0,9.8,6,0.08,32,27,0,48.2,80.5,67.4,68.2,0,0,2,66,0,0,464,1,45.1,55,93.8,435,11.9,55,102.9,93,8,88.1,409,711,313,5.7,12.9,1.63,2024,173.2,0.24,3.27
Jameson Williams,101701,WR,DET,16,12.4,3,64.1,46.2,6,13,0,3.3,2,0.23,43,11,0,77,82.3,74.5,75.1,0,0,4,82,0,0,535,4,52.6,59,96.8,518,35.1,188,109,92,7,64.9,347,1020,490,8.3,17.3,1.97,2024,219.9,0.22,3.1
DeAndre Hopkins,7808,WR,KC,19,11.6,3,68.6,54.2,13,24,1,4.8,3,0.04,38,16,0,69.7,80.3,77.8,77,0,0,3,35,0,0,438,1,48.5,59,90.4,396,25.3,111,98.9,86,6,74.7,327,639,114,1.9,10.8,1.61,2024,67,0.2,3.05
Demario Douglas,104155,WR,NE,17,5.9,7,78.6,40,2,5,0,1.5,1,-0.09,31,19,1,90.4,48.6,70,69.5,0,0,2,36,0.2,1,480,2,44.9,66,92.1,442,79,379,99.5,84,3,20.4,98,621,370,5.6,9.4,1.4,2024,95.8,0.33,2.52
Jaylen Waddle,84088,WR,MIA,15,9.8,3,69.9,50,2,4,0,9.4,6,0.05,38,17,0,57.2,80.8,72.1,71.5,0.2,1,3,63,0,0,514,0,48.6,58,94.6,486,27.8,143,90.6,83,2,71.8,369,744,238,4.1,12.8,1.53,2024,193.8,0.27,2.94
Xavier Legette,99197,WR,CAR,16,12.6,7,60.5,52.2,12,23,0,14,8,-0.14,27,5,0,36.5,81.2,59.1,59.1,0,0,1,35,0.5,2,441,0,40.8,49,94.6,417,30.8,136,89.4,81,4,69.2,305,497,112,2.3,10.1,1.19,2024,89.3,0.14,2.48
Ray-Ray McCloud III,47895,WR,ATL,17,7,8,76.5,47.1,8,17,0,4.6,3,0.04,29,2,3,77.9,22.1,62.7,62.8,0,0,3,60,2.2,13,599,3,48.5,62,91.3,547,44.9,269,89.8,81,1,54.9,329,686,342,5.5,11.1,1.25,2024,13.9,0.07,1.99
Deebo Samuel,48274,WR,SF,15,6.9,15,63.8,33.3,5,15,1,8.9,5,0.09,28,28,0,60.6,42.4,70.9,72.1,0.5,2,1,76,0,0,438,4,48,51,95.9,420,31.5,138,97.4,80,3,60.5,265,670,417,8.2,13.1,1.6,2024,188.2,0.26,2.11
Dontayvion Wicks,99711,WR,GB,18,12.7,8,51.3,25,4,16,0,18,9,-0.01,27,12,0,29.1,78.1,65.1,63.8,1.4,5,3,36,0,0,345,2,44.9,41,93,321,35.9,124,73.6,80,5,62.6,216,454,151,3.7,11.1,1.41,2024,75.8,0.19,2.45
Jayden Reed,78171,WR,GB,18,8.5,9,74.7,69.2,9,13,0,14.5,10,0.12,32,12,0,33.3,51.7,71.7,71.6,0.7,3,0,70,0.2,1,443,0,47.3,59,92.8,411,76.3,338,137.3,79,6,20.1,89,903,410,6.9,15.3,2.2,2024,48.5,0.29,2.2
Tre Tucker,101106,WR,LV,17,12.4,4,60.3,53.3,8,15,0,4.1,2,-0.08,24,23,0,78.7,83.7,57.5,58,0,0,1,58,0.1,1,683,1,44.6,47,93.7,640,24.7,169,88.6,78,3,75.3,514,539,209,4.4,11.5,0.84,2024,161.7,0.17,2.38
Rashod Bateman,84296,WR,BLT,19,15.2,9,68.9,33.3,2,6,2,7.3,4,0.29,39,3,0,65,79.3,71.8,72.8,0,0,3,59,0,0,522,3,51,51,94.3,492,9.4,49,129.8,74,11,90.6,473,846,197,3.9,16.6,1.72,2024,53.4,0.1,2.81
Jalen Tolbert,61637,WR,DAL,17,12.3,3,66.2,52.4,11,21,0,7.5,4,-0.19,29,9,0,65,79.6,60.7,62.8,0,0,2,48,0,0,597,4,40.3,49,92.6,553,30,179,111.9,74,7,70,418,610,175,3.6,12.4,1.1,2024,44.3,0.1,2.46
Olamide Zaccheaus,44920,WR,WAS,20,6.1,11,72.2,50,4,8,0,10.3,6,0.09,30,32,0,55.3,61,69.2,69.7,0,0,0,49,0.2,1,406,3,49.9,52,93.6,380,54.2,220,108,72,3,45.1,183,551,322,6.2,10.6,1.45,2024,84.8,0.15,1.97
Romeo Doubs,84329,WR,GB,14,12.1,4,66.7,66.7,12,18,0,9.4,5,0.13,34,12,0,56.7,79.1,69.7,71,0,0,2,39,0,0,406,3,49.1,48,93.3,379,13.3,54,100.1,72,4,86.7,352,614,144,3,12.8,1.62,2024,163.4,0.21,2.97
Darius Slayton,25578,WR,NYG,16,13.7,6,55.7,60,12,20,0,15.2,7,-0.14,30,21,0,29.9,79.3,59,59.9,0,0,2,43,0.5,3,575,5,42.7,39,92.3,531,20.7,119,80.2,70,2,79.3,456,573,135,3.5,14.7,1.08,2024,96.8,0.13,2.62
Michael Wilson,84423,WR,ARZ,16,11.7,3,67.1,61.1,11,18,1,4.1,2,0.04,27,1,1,78.2,37.2,62.9,64.5,0,0,3,41,0.2,1,538,5,50.6,47,93.1,501,35.3,190,91.8,70,4,64.7,348,548,138,2.9,11.7,1.09,2024,220.6,0.24,2.83
Tyler Lockett,9502,WR,SEA,17,11.7,2,70,46.2,6,13,2,5.8,3,0.01,36,29,0,71.5,79.2,65.2,65.6,0,0,4,37,0,0,589,3,48.4,49,92.5,545,29.2,172,81.8,70,2,70.8,417,600,132,2.7,12.2,1.1,2024,67.1,0.13,2.1
Demarcus Robinson,10760,WR,LA,19,16.8,1,50.7,50,8,16,1,5.4,2,0.01,31,26,0,72,77.6,65,66.4,0,0,4,48,0,0,618,1,47.7,35,94.7,585,38,235,90.4,69,7,62,383,602,87,2.5,17.2,1.03,2024,56.2,0.13,2.44
Kayshon Boutte,124087,WR,NE,15,14.5,5,64.2,75,9,12,1,10.4,5,0.01,25,19,0,47.6,78.8,61.4,62.5,0.8,4,2,48,0,0,507,3,48.3,43,91.9,466,13.6,69,94.7,67,3,85.6,434,589,152,3.5,13.7,1.26,2024,124.1,0.2,3.76
Alec Pierce,78038,WR,IND,16,22.8,0,56.1,47.6,10,21,0,7.5,3,-0.01,32,14,0,57.8,78,74.3,75.3,0,0,5,65,0.2,1,485,1,42.4,37,93.2,452,17.1,83,104.6,66,7,82.9,402,824,118,3.2,22.3,1.82,2024,183.3,0.23,3.9
Keon Coleman,144949,WR,BUF,16,15.4,4,50,36.8,7,19,2,13.5,5,0.17,22,4,0,48.3,77.7,68.3,68.8,0,0,2,64,0,0,405,5,45.8,32,92.1,373,11.9,48,89.2,64,4,87.9,356,578,226,7.1,18.1,1.55,2024,102.4,0.18,2.69
Joshua Palmer,62979,WR,LAC,15,15.1,1,61.9,45.5,5,11,1,9.3,4,0.1,28,27,0,60,78.4,67,68.3,0,0,1,45,0,0,428,2,43,39,91.4,391,32.9,141,91,63,1,67.1,287,584,102,2.6,15,1.49,2024,52.3,0.13,2.38
Jalen McMillan,131905,WR,TB,14,12.8,1,62.9,25,3,12,1,11.4,5,0.18,25,30,0,50.9,80.6,60.8,62.8,0,0,6,33,0.2,1,437,5,56,39,94.5,413,26.3,115,88.2,62,8,72.1,315,502,140,3.6,12.9,1.22,2024,29.9,0.22,2.3
Stefon Diggs,9579,WR,HST,8,8.3,3,75.8,50,3,6,0,4.1,2,0.08,31,13,0,85.8,79.7,79,79.7,0,0,1,49,0,0,288,2,43.8,47,93.8,270,52.8,152,108,62,3,45.1,130,496,187,4,10.6,1.84,2024,210.3,0.35,2.47
Tutu Atwell,77965,WR,LA,18,12.2,1,69.4,25,2,8,0,6.5,3,0,30,26,0,67.4,79.1,72.7,73.9,0,0,2,50,0,0,277,1,50.4,43,93.5,259,36.1,100,85.4,62,0,63.9,177,580,124,2.9,13.5,2.24,2024,31.2,0.17,5.2
Adam Thielen,8288,WR,CAR,10,11.7,1,78.7,70,7,10,0,4,2,-0.04,28,5,0,77.8,79.1,76.4,76.5,0,0,4,40,0,0,319,1,42.8,48,93.7,299,74.6,238,108.7,61,5,25.4,81,615,156,3.3,12.8,2.06,2024,37.6,0.1,1.98
Allen Lazard,48135,WR,NYJ,12,11.5,3,61.7,53.3,8,15,2,17.8,8,0,29,22,0,29.5,77.9,62.7,63.9,1.6,7,2,52,0.7,3,451,7,45.9,37,93.3,421,38.6,174,109.7,60,6,59.9,270,530,157,4.2,14.3,1.26,2024,23,0.09,2.3
Chris Godwin,11839,WR,TB,7,5.6,9,83.3,50,4,8,0,0,0,0.12,32,30,1,90.5,38.3,86.3,85.7,0,0,1,55,2.6,7,265,0,53,50,92.1,244,61.9,164,127.5,60,5,38.1,101,576,347,6.9,11.5,2.36,2024,81,0.19,2.45
Andrei Iosivas,109811,WR,CIN,17,11.7,0,61,58.3,7,12,0,10,4,0.13,26,7,0,55.1,77.6,52.7,54.3,0,0,1,39,0.2,1,620,2,52.2,36,92.4,573,52.4,325,113.6,59,6,47.6,295,479,75,2.1,13.3,0.84,2024,89.9,0.11,2.5
Calvin Austin III,61418,WR,PIT,18,13.6,2,63.8,63.6,7,11,0,5.1,2,-0.03,19,25,0,72.6,61.9,63.8,64.6,0,0,0,55,0,0,423,1,41.9,37,96,406,62.6,265,119.4,58,4,37.4,158,573,153,4.1,15.5,1.41,2024,86.2,0.19,2.78
Mack Hollins,11873,WR,BUF,20,14.6,1,64.3,58.3,7,12,0,2.7,1,0.24,29,4,0,80.5,77.8,61.6,63.8,5.5,27,0,44,0.2,1,495,3,50.4,36,93.1,461,31.3,155,127.2,56,6,63.2,313,482,108,3,13.4,1.05,2024,113.4,0.17,2.41
Nick Westbrook-Ikhine,47861,WR,TEN,17,12.8,5,57.1,57.1,8,14,0,8.6,3,-0.05,25,31,0,60.7,77,63.4,63.7,0,0,3,98,0.9,4,469,2,44.5,32,92.8,435,20.5,96,103.9,56,9,79.5,373,497,129,4,15.5,1.14,2024,19.9,0.05,1.81
Dyami Brown,77986,WR,WAS,19,8.7,12,78.6,33.3,3,9,0,4.3,2,0.03,21,32,3,77.3,20.3,66.5,66.5,0,0,0,51,0.3,1,377,4,46.3,44,93.4,352,22.8,86,118.5,56,2,77.2,291,537,321,7.3,12.2,1.53,2024,51.7,0.15,1.99
Devaughn Vele,100637,WR,DEN,14,8.7,2,73.2,60,9,15,0,8.9,4,0,26,10,0,60,78.4,69.3,71.4,1.4,5,0,37,0,0,350,0,45.9,41,95.1,333,70.6,247,116.3,56,3,27.7,97,475,132,3.2,11.6,1.43,2024,66.3,0.15,2.65
David Moore,11981,WR,CAR,17,11.8,4,58.2,41.2,7,17,0,11.1,4,-0.1,18,5,0,51.6,80.3,63.1,64,0,0,0,21,0.3,1,359,2,44.1,32,93.9,337,24.2,87,95.3,55,3,75.5,271,351,65,2,11,1.04,2024,2.7,0.03,1.35
Noah Brown,11993,WR,WAS,11,11.8,2,64.8,42.9,6,14,0,5.4,2,0.21,21,32,0,71.4,77.4,70.7,70.2,0,0,1,52,0,0,295,0,54.3,35,94.2,278,19,56,89.5,54,1,81,239,453,88,2.5,12.9,1.63,2024,13.3,0.13,2.66
Marvin Mims,122937,WR,DEN,18,7.3,7,75.9,25,1,4,0,4.7,2,0.23,15,10,1,75.3,70.5,68.6,72.8,0.4,1,2,93,0.4,1,228,0,48.6,41,95.2,217,36.4,83,126.7,54,6,50,114,515,483,11.8,12.6,2.37,2024,89,0.24,1.82
Troy Franklin,146567,WR,DEN,17,14.5,3,57.7,16.7,1,6,1,11.8,4,0.03,13,10,0,49.6,77.2,54.3,55.8,0,0,1,43,0,0,297,4,44.8,30,93.9,279,33,98,86.8,52,3,67,199,317,159,5.3,10.6,1.14,2024,173.1,0.26,2.47
Christian Watson,66581,WR,GB,15,18.7,1,56.9,66.7,10,15,0,6.5,2,0.21,21,12,1,67.3,28.6,70,72.2,0.7,2,2,60,0.3,1,295,2,50.9,29,92.9,274,32.5,96,96.9,51,2,66.8,197,620,155,5.3,21.4,2.26,2024,132.4,0.32,3.68
Parker Washington,129799,WR,JAX,17,11.7,8,62.7,44.4,4,9,1,8.6,3,0,19,15,1,60.4,25.1,59.7,60.6,0,0,1,30,0,0,405,1,44.6,32,94.6,383,39,158,97.7,51,3,60.7,246,390,108,3.4,12.2,1.02,2024,172.7,0.26,2.66
