player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,AVG,fantasyPts,ptsPerSnap,ptsPerTouch
Russell Gage,44771,WR,ATL,14,9.9,7,71.0,57.9,11,19,0,7.0,5,-0.14,37,2,2,66.5,26.5,75.2,,76.5,0.2,1,5,49,0.0,0,407,0,43.9,66,96.3,392,49.6,202,87.7,93,4,49.9,203,770,255,3.9,11.7,1.96,2021,129.8,123.6,0.23,2.42
AJ Green,6156,WR,ARZ,17,13.1,7,58.1,50.0,13,26,0,5.3,3,0.09,37,1,0,68.3,80.0,67.8,,69.7,0.2,1,2,42,0.0,0,593,5,47.9,54,93.9,557,8.6,51,90.3,93,3,91.2,541,848,194,3.6,15.7,1.52,2021,212.7,59.6,0.11,2.48
Mecole Hardman,42683,WR,KC,20,7.1,16,75.3,25.0,2,8,0,5.6,4,0.24,38,16,1,68.8,42.0,70.2,,70.4,1.1,6,1,53,0.0,0,522,0,52.1,67,94.8,495,50.8,265,109.5,89,3,47.3,247,814,586,8.7,12.1,1.64,2021,142.0,93.8,0.31,3.23
Adam Thielen,8288,WR,MIN,13,9.5,7,77.9,66.7,14,21,0,2.9,2,0.14,36,18,1,86.5,48.1,74.6,,73.5,0.0,0,2,35,0.0,0,474,0,47.5,67,94.1,446,24.5,116,130.9,86,10,75.1,356,726,252,3.8,10.8,1.63,2021,67.3,178.0,0.17,2.51
Marquez Callaway,42295,WR,NO,17,13.4,5,56.8,52.6,10,19,1,8.0,4,0.03,32,20,0,56.0,80.0,69.3,,69.6,0.6,3,1,58,0.0,0,481,3,45.3,46,95.0,457,20.0,96,104.9,81,6,79.4,382,698,144,3.1,15.2,1.53,2021,279.3,37.8,0.1,2.36
Zay Jones,11792,WR,LV,18,14.4,5,67.5,35.3,6,17,1,1.9,1,-0.01,33,23,1,87.6,40.3,70.6,,70.4,0.0,0,6,43,0.0,0,476,1,46.9,52,94.1,448,28.8,137,67.4,77,2,71.2,339,607,182,3.5,11.7,1.35,2021,197.7,196.1,0.21,2.28
Kenny Golladay,11851,WR,NYG,14,14.2,5,49.3,48.4,15,31,0,2.6,1,-0.17,27,21,0,81.3,77.7,68.3,,68.2,0.0,0,4,36,0.0,0,449,1,37.4,37,94.2,423,19.8,89,49.9,75,0,80.2,360,521,116,3.1,14.1,1.23,2021,173.5,20.1,0.08,3.35
Kendrick Bourne,12270,WR,NE,18,8.5,11,82.7,75.0,9,12,0,3.1,2,0.14,33,19,1,84.4,51.6,77.8,,77.2,0.0,0,1,75,0.0,0,464,3,49.9,62,94.0,436,37.1,172,140.9,75,7,61.9,287,877,415,6.7,14.1,2.01,2021,219.5,88.3,0.2,2.15
Gabe Davis,55410,WR,BUF,18,15.3,4,60.8,76.9,10,13,1,8.2,4,0.19,38,4,0,61.9,78.8,81.5,81.2,80.0,1.2,5,1,75,0.7,3,417,1,48.2,45,93.3,389,30.9,129,131.3,74,11,67.9,283,791,181,4.0,17.6,2.03,2021,44.5,173.6,0.19,3.62
Byron Pringle,42345,WR,KC,20,10.5,8,73.0,60.0,6,10,0,11.5,7,0.17,38,16,0,47.0,29.9,65.2,66.2,64.4,2.2,12,0,40,0.2,1,540,3,50.6,54,93.5,505,63.0,340,135.5,74,8,34.8,188,650,220,4.1,12.0,1.29,2021,267.3,35.5,0.13,3.55
Elijah Moore,84302,WR,NYJ,11,12.4,5,58.1,40.0,4,10,2,4.4,2,-0.13,24,22,0,76.5,79.4,71.2,65.7,73.8,0.3,1,4,62,0.3,1,329,4,44.2,43,93.6,308,28.3,93,80.8,74,5,70.8,233,538,204,4.7,12.5,1.75,2021,73.5,88.1,0.12,2.1
KJ Osborn,23503,WR,MIN,17,10.9,1,67.6,46.7,7,15,2,3.8,2,0.07,25,18,0,80.1,81.5,64.9,67.6,65.8,0.0,0,3,64,0.4,2,537,5,44.1,50,93.9,504,51.0,274,109.9,74,7,48.8,262,655,182,3.6,13.1,1.3,2021,165.5,155.6,0.18,2.47
DeVante Parker,9447,WR,MIA,10,12.4,2,54.8,46.7,14,30,0,9.1,4,-0.07,29,17,0,58.4,78.1,72.8,,73.2,0.0,0,2,42,0.0,0,370,1,42.7,40,93.8,347,13.2,49,74.9,73,2,86.8,321,515,108,2.7,12.9,1.48,2021,157.8,102.9,0.19,3.32
Jamison Crowder,9538,WR,NYJ,12,6.3,7,71.8,28.6,2,7,0,3.8,2,-0.05,22,22,1,79.6,39.2,64.9,70.7,65.1,0.2,1,2,29,0.5,2,418,0,43.5,51,93.1,389,78.9,330,85.8,71,2,20.8,87,447,175,3.4,8.8,1.15,2021,207.0,12.0,0.13,2.0
Cedrick Wilson,48170,WR,DAL,16,10.7,4,70.4,46.2,6,13,0,5.7,3,0.19,28,9,2,65.6,31.4,71.7,67.2,71.6,0.0,0,2,73,0.5,2,428,1,50.3,50,91.4,391,90.0,385,116.2,71,6,9.8,42,664,283,5.7,13.3,1.7,2021,238.0,26.4,0.11,2.03
Kalif Raymond,11028,WR,DET,16,10.3,4,68.6,22.2,2,9,0,5.9,3,-0.01,28,11,0,70.5,87.7,60.5,68.3,60.6,0.2,1,1,75,0.4,2,497,0,48.2,48,94.4,469,33.6,167,106.6,70,4,66.0,328,576,267,5.6,12.0,1.23,2021,384.0,112.2,0.2,2.08
Quez Watkins,61664,WR,PHI,18,13.8,8,66.2,53.3,8,15,0,2.2,1,0.07,26,24,0,85.4,81.1,68.2,66.2,71.8,2.7,13,3,91,0.2,1,481,2,43.0,45,94.0,452,72.1,347,85.5,68,1,25.2,121,682,260,5.8,15.2,1.51,2021,257.3,86.4,0.13,2.4
Zach Pascal,12303,WR,IND,16,9.5,0,56.7,21.4,3,14,0,7.3,3,-0.02,15,14,1,64.3,29.9,52.7,,52.5,2.8,15,1,41,0.0,0,532,3,43.9,38,92.9,494,77.3,411,81.9,67,3,19.9,106,384,119,3.1,10.1,0.78,2021,299.0,36.0,0.11,2.25
Robert Woods,7822,WR,LA,9,8.7,3,68.2,28.6,2,7,0,8.2,4,0.32,34,26,0,61.9,80.2,75.7,72.6,72.1,0.6,2,1,28,2.1,7,340,0,54.8,45,93.8,319,44.7,152,107.9,66,4,54.1,184,556,208,4.6,12.4,1.74,2021,101.3,117.7,0.15,2.22
Rashod Bateman,84296,WR,BLT,12,9.6,2,70.8,66.7,10,15,0,6.1,3,-0.07,29,3,0,69.3,78.8,64.9,,65.2,0.0,0,3,36,0.0,0,432,2,43.8,46,94.7,409,18.3,79,80.0,65,1,81.7,353,515,168,3.7,11.2,1.26,2021,63.3,55.5,0.29,3.7
Tyler Johnson,48054,WR,TB,19,7.3,5,66.1,57.1,4,7,0,12.8,6,0.12,17,30,0,43.4,78.5,53.9,,54.2,0.2,1,0,31,0.0,0,477,0,50.0,41,96.4,460,43.8,209,84.4,62,0,56.0,267,405,170,4.1,9.9,0.88,2021,305.0,0.0,0.0,
Bryan Edwards,28486,WR,LV,17,14.4,6,59.7,52.6,10,19,0,5.1,2,0.07,28,23,1,73.2,29.6,62.9,66.2,62.6,0.0,0,0,51,0.2,1,585,2,47.2,37,94.4,552,26.7,156,109.1,62,3,73.0,427,612,205,5.5,16.5,1.11,2021,260.7,4.5,0.05,1.5
Nelson Agholor,9453,WR,NE,16,14.8,3,62.3,53.8,7,13,0,2.6,1,0.06,24,19,0,81.8,78.3,64.8,,63.6,0.0,0,4,44,0.0,0,474,0,48.4,38,94.9,450,9.7,46,76.6,61,3,90.1,427,491,122,3.2,12.9,1.09,2021,252.3,79.2,0.17,2.55
Braxton Berrios,47961,WR,NYJ,16,4.9,2,76.7,83.3,5,6,0,2.1,1,-0.05,22,22,1,85.2,90.2,74.0,,74.3,0.7,2,1,46,0.0,0,279,0,45.3,46,94.3,263,74.2,207,100.1,60,2,24.0,67,431,258,5.6,9.4,1.64,2021,268.8,53.6,0.18,1.99
Allen Lazard,48135,WR,GB,16,11.2,4,68.3,53.3,8,15,0,6.8,3,0.21,29,12,0,58.3,79.1,64.7,75.0,63.9,4.1,20,0,42,1.0,5,488,3,49.6,41,94.5,461,42.0,205,134.7,60,8,53.9,263,519,193,4.7,12.7,1.13,2021,78.5,174.8,0.2,2.82
DeAndre Hopkins,7808,WR,ARZ,10,13.1,3,71.2,46.2,6,13,0,4.5,2,0.26,32,1,0,75.8,78.5,79.8,,81.1,0.0,0,0,55,0.0,0,343,3,53.8,42,94.8,325,14.9,51,141.4,59,8,85.1,292,572,140,3.3,13.6,1.76,2021,83.5,153.7,0.28,2.4
Corey Davis,11760,WR,NYJ,9,13.3,7,57.6,46.2,6,13,0,15.0,6,-0.14,23,22,2,36.3,21.3,68.8,70.6,66.4,1.3,4,5,53,0.3,1,301,0,44.2,34,93.7,282,25.6,77,72.1,59,4,73.1,220,492,117,3.4,14.5,1.74,2021,187.0,97.6,0.16,3.05
Nico Collins,61441,WR,HST,14,11.6,1,55.9,41.7,5,12,1,5.7,2,-0.15,22,13,0,70.3,77.1,65.6,,65.1,0.0,0,1,32,0.0,0,383,4,42.9,33,94.3,361,16.4,63,78.8,59,1,83.6,320,446,123,3.7,13.5,1.24,2021,155.5,97.1,0.22,2.62
Donovan Peoples-Jones,61439,WR,CLV,14,15.6,2,58.6,69.6,16,23,0,10.5,4,-0.14,26,8,1,52.7,25.2,65.7,72.1,67.0,0.0,0,3,60,0.7,3,434,2,43.8,34,94.5,410,19.8,86,89.5,58,3,80.2,348,597,153,4.5,17.6,1.46,2021,212.5,163.1,0.15,2.63
Michael Gallup,26075,WR,DAL,9,12.2,1,60.3,50.0,10,20,1,7.9,3,0.07,23,9,0,64.1,77.7,73.4,,73.1,0.0,0,0,41,0.0,0,350,1,48.3,35,92.9,325,8.0,28,95.8,58,2,92.0,322,445,126,3.6,12.7,1.37,2021,130.5,105.4,0.14,2.7
Deonte Harty,91470,WR,NO,13,10.6,6,63.2,75.0,3,4,0,7.7,3,-0.03,23,20,0,64.1,68.9,87.8,,86.7,0.4,1,6,72,0.0,0,223,0,42.5,36,95.1,212,35.0,78,74.3,57,3,60.5,135,570,246,6.8,15.8,2.69,2021,379.0,3.3,0.14,1.65
Jalen Reagor,61697,WR,PHI,18,9.6,5,59.6,18.2,2,11,1,10.5,4,0.04,13,24,0,53.4,69.4,55.1,,54.1,0.0,0,2,34,0.0,0,515,2,42.6,34,94.4,486,20.8,107,70.9,57,2,77.9,401,301,158,4.6,8.9,0.62,2021,280.7,26.9,0.33,2.24
Darius Slayton,25578,WR,NYG,13,13.4,1,47.3,12.5,1,8,0,18.8,6,-0.22,14,21,1,29.7,26.8,52.8,,53.8,0.8,3,3,42,0.0,0,382,1,36.2,26,94.0,359,16.8,64,56.6,55,2,82.5,315,339,66,2.5,13.0,0.94,2021,323.0,130.4,0.19,2.83
Nick Westbrook-Ikhine,47861,WR,TEN,17,11.2,4,70.4,53.8,7,13,0,2.6,1,-0.01,23,31,1,81.5,29.4,68.0,64.5,67.6,0.5,2,1,46,0.3,1,368,0,44.7,38,94.6,348,38.0,140,114.4,54,4,61.4,226,476,143,3.8,12.5,1.37,2021,234.3,82.7,0.11,3.31
Jerry Jeudy,61103,WR,DEN,10,10.5,6,70.4,33.3,2,6,1,5.0,2,0.06,22,10,1,73.7,30.0,68.7,,70.5,0.4,1,1,40,0.0,0,271,2,42.3,38,93.4,253,76.4,207,89.0,54,0,23.2,63,467,183,4.8,12.3,1.85,2021,58.3,205.2,0.29,2.89
Julio Jones,6158,WR,TEN,11,12.0,6,69.8,57.1,8,14,0,7.5,3,0.11,23,31,0,64.5,77.7,76.5,,76.8,0.0,0,3,51,0.0,0,279,1,49.6,37,96.8,270,20.8,58,82.0,53,1,79.2,221,496,136,3.7,13.4,1.84,2021,139.5,70.4,0.2,2.43
